T,M3 F1,M3 P1,M3 V1,M3 A1,M3 F2,M3 P2,M3 V2,M3 A2,M3 F3,M3 P3,M3 V3,M3 A3,M3 F4,M3 P4,M3 V4,M3 A4,M3 F5,M3 P5,M3 V5,M3 A5
87.72,5.13663,0.63441,0.05088,-0.22721,5.43034,0.62728,0.03220,0.19532,5.42351,0.62399,0.00515,0.37198,5.32105,0.62838,0.04230,0.14847,5.28007,0.62783,-0.03487,0.15019
87.76,5.10247,0.63716,0.03640,-0.47996,5.37570,0.62865,0.03773,0.05889,5.42351,0.62453,0.02115,0.35094,5.24592,0.63030,0.04592,0.05756,5.34155,0.62673,-0.02935,0.21848
87.80,5.10247,0.63798,0.00648,-0.58186,5.32105,0.63057,0.03602,-0.05426,5.39619,0.62563,0.03659,0.23515,5.20493,0.63194,0.04935,-0.09422,5.40302,0.62536,-0.02001,0.33374
87.84,5.10930,0.63743,-0.01867,-0.47321,5.25275,0.63167,0.03030,-0.09806,5.34155,0.62755,0.04669,-0.02700,5.13663,0.63469,0.04135,-0.30370,5.44400,0.62481,-0.00267,0.42994
87.88,5.16395,0.63606,-0.03354,-0.29364,5.17078,0.63277,0.02839,-0.14583,5.30056,0.63030,0.03487,-0.27485,5.10930,0.63578,0.02058,-0.40917,5.46450,0.62481,0.02096,0.36669
87.92,5.21859,0.63441,-0.03868,-0.18778,5.12980,0.63414,0.02153,-0.26135,5.25958,0.63085,0.01181,-0.21861,5.09564,0.63606,0.00438,-0.41419,5.45767,0.62700,0.03278,0.16343
87.96,5.28007,0.63304,-0.04516,-0.15840,5.10247,0.63469,0.00819,-0.38852,5.20493,0.63030,0.00972,0.01906,5.08881,0.63606,-0.01143,-0.41935,5.44400,0.62810,0.02916,0.05598
88.00,5.34838,0.63085,-0.05145,-0.11248,5.08881,0.63496,-0.00991,-0.48023,5.17078,0.63112,0.01982,0.11129,5.15712,0.63524,-0.02820,-0.41605,5.40302,0.62892,0.03220,0.06246
88.04,5.40302,0.62920,-0.06098,0.08893,5.10247,0.63441,-0.03792,-0.38058,5.15029,0.63194,0.02877,-0.04142,5.17761,0.63414,-0.05031,-0.27578,5.34838,0.63057,0.03697,0.02594
88.08,5.43717,0.62508,-0.04954,0.40162,5.14346,0.63112,-0.04726,-0.11936,5.13663,0.63414,0.02039,-0.29616,5.23909,0.63057,-0.05660,0.00860,5.27324,0.63222,0.03506,-0.02713
88.12,5.46450,0.62453,-0.02058,0.52615,5.19127,0.63002,-0.04173,0.02660,5.15712,0.63414,-0.00210,-0.38958,5.32788,0.62892,-0.04573,0.20961,5.20493,0.63332,0.03373,-0.07159
88.16,5.46450,0.62399,-0.00152,0.49095,5.25275,0.62810,-0.04059,0.06841,5.17761,0.63359,-0.01753,-0.31137,5.36204,0.62700,-0.03430,0.27657,5.17078,0.63496,0.03068,-0.16806
88.20,5.43034,0.62426,0.01982,0.39778,5.32788,0.62673,-0.03735,0.11724,5.21859,0.63249,-0.02687,-0.20816,5.42351,0.62618,-0.02191,0.28292,5.12297,0.63578,0.02382,-0.34975
88.24,5.40302,0.62591,0.03163,0.27128,5.39619,0.62508,-0.03335,0.20816,5.25958,0.63139,-0.03297,-0.12651,5.45084,0.62536,-0.01220,0.28888,5.08881,0.63716,0.00800,-0.61414
88.28,5.33471,0.62700,0.03887,0.19863,5.43717,0.62371,-0.02058,0.29708,5.32105,0.62975,-0.03659,-0.05201,5.45767,0.62508,0.00038,0.30899,5.10930,0.63771,-0.03468,-0.63810
88.32,5.27324,0.62892,0.04650,0.12664,5.47133,0.62344,-0.00705,0.32487,5.36887,0.62838,-0.03697,0.03877,5.45767,0.62536,0.01353,0.30079,5.14346,0.63359,-0.05926,-0.28477
88.36,5.21176,0.63057,0.05450,-0.07874,5.47816,0.62316,0.00648,0.32143,5.38936,0.62700,-0.03849,0.24230,5.40985,0.62618,0.02611,0.24468,5.18444,0.63167,-0.05431,0.03586
88.40,5.15029,0.63386,0.04669,-0.41869,5.45084,0.62399,0.01906,0.30634,5.43717,0.62453,-0.02153,0.50934,5.37570,0.62755,0.03506,0.13445,5.23909,0.62947,-0.04840,0.18553
88.44,5.10930,0.63524,0.01639,-0.63188,5.41668,0.62481,0.02973,0.30806,5.42351,0.62453,0.01181,0.54811,5.30056,0.62920,0.03792,-0.00238,5.30056,0.62783,-0.04040,0.30502
88.48,5.08881,0.63524,-0.01601,-0.54467,5.36204,0.62618,0.04364,0.28570,5.42351,0.62618,0.03182,0.33652,5.23909,0.63085,0.03373,-0.11301,5.36204,0.62563,-0.02096,0.33149
88.52,5.09564,0.63332,-0.03354,-0.28411,5.29373,0.62810,0.05926,0.10467,5.38936,0.62755,0.03773,0.09634,5.19127,0.63194,0.02706,-0.17600,5.41668,0.62646,-0.00762,0.22404
88.56,5.12297,0.63194,-0.03506,-0.08707,5.23909,0.63167,0.05698,-0.18566,5.34155,0.62892,0.04345,-0.20538,5.11613,0.63304,0.01925,-0.22205,5.44400,0.62563,-0.00705,0.19453
88.60,5.16395,0.63057,-0.03525,-0.01482,5.17761,0.63332,0.03830,-0.34300,5.29373,0.63249,0.01791,-0.38601,5.10930,0.63359,0.00858,-0.24997,5.46450,0.62536,0.00400,0.24441
88.64,5.23226,0.62920,-0.03602,0.03361,5.11613,0.63441,0.02401,-0.36219,5.24592,0.63030,-0.00572,-0.16025,5.08881,0.63359,0.00000,-0.28557,5.46450,0.62591,0.01582,0.22245
88.68,5.29373,0.62755,-0.03354,0.09766,5.08198,0.63524,0.00991,-0.37621,5.19127,0.63030,0.00705,0.03771,5.10930,0.63386,-0.01429,-0.30754,5.42351,0.62673,0.02477,0.13259
88.72,5.36204,0.62646,-0.02877,0.17679,5.09564,0.63524,-0.00553,-0.39395,5.15712,0.63139,0.01048,-0.04010,5.15712,0.63249,-0.02896,-0.22576,5.36887,0.62810,0.02801,0.01244
88.76,5.40985,0.62508,-0.01944,0.25712,5.10930,0.63469,-0.01925,-0.43616,5.14346,0.63167,0.00362,-0.13789,5.19810,0.63112,-0.03373,-0.10414,5.32105,0.62947,0.02058,0.00781
88.80,5.45084,0.62481,-0.00705,0.30674,5.15029,0.63441,-0.04631,-0.32249,5.13663,0.63167,-0.00515,-0.14556,5.26641,0.62975,-0.03602,-0.00198,5.26641,0.62920,0.02439,0.09290
88.84,5.47133,0.62453,0.00553,0.33480,5.21176,0.63030,-0.05564,0.02580,5.15029,0.63112,-0.01067,-0.08509,5.33471,0.62810,-0.03354,0.09012,5.19127,0.63112,0.03392,0.05770
88.88,5.46450,0.62508,0.02153,0.31217,5.28007,0.62892,-0.04040,0.27948,5.17761,0.63057,-0.01048,-0.05915,5.37570,0.62700,-0.02877,0.17481,5.13663,0.63249,0.03220,-0.05518
88.92,5.43717,0.62646,0.03259,0.23872,5.34155,0.62700,-0.02230,0.27723,5.22542,0.63030,-0.01105,-0.13365,5.43034,0.62563,-0.01944,0.25262,5.08881,0.63386,0.02592,-0.12373
88.96,5.38936,0.62783,0.04002,0.17719,5.40985,0.62755,-0.01239,0.12810,5.27324,0.63002,-0.02001,-0.22271,5.45084,0.62536,-0.00724,0.29496,5.10247,0.63414,0.02477,-0.24812
89.00,5.33471,0.62975,0.04535,0.13418,5.45084,0.62673,-0.01867,0.11261,5.32788,0.62892,-0.03354,-0.18156,5.46450,0.62508,0.00476,0.31349,5.11613,0.63633,0.01201,-0.47189
89.04,5.27324,0.63139,0.05088,0.05862,5.46450,0.62536,-0.01010,0.24772,5.36887,0.62728,-0.04326,0.06841,5.44400,0.62563,0.01906,0.29192,5.13663,0.63606,-0.02115,-0.49994
89.08,5.20493,0.63359,0.05774,-0.20485,5.46450,0.62563,0.00534,0.29377,5.40985,0.62453,-0.03068,0.37714,5.38936,0.62673,0.02992,0.21887,5.19127,0.63386,-0.03811,-0.28425
89.12,5.15712,0.63688,0.04154,-0.60263,5.43717,0.62591,0.01829,0.22377,5.43034,0.62426,-0.00381,0.47771,5.36204,0.62810,0.03792,0.10930,5.25275,0.63249,-0.04192,-0.07609
89.16,5.11613,0.63798,0.00095,-0.77321,5.40985,0.62728,0.02630,0.08059,5.43034,0.62481,0.01315,0.42213,5.28690,0.63002,0.03906,-0.01257,5.32788,0.63057,-0.04288,0.10772
89.20,5.09564,0.63688,-0.03773,-0.52972,5.34155,0.62865,0.02020,0.03097,5.39619,0.62536,0.02801,0.35967,5.24592,0.63139,0.03525,-0.10163,5.38253,0.62865,-0.03297,0.26201
89.24,5.10930,0.63359,-0.04554,-0.16184,5.28690,0.62838,0.02401,0.08059,5.37570,0.62673,0.04611,0.19360,5.17078,0.63277,0.03125,-0.19373,5.43717,0.62783,-0.01925,0.33043
89.28,5.13663,0.63277,-0.03925,-0.02620,5.21176,0.63030,0.03278,0.00198,5.33471,0.62975,0.04783,-0.05875,5.11613,0.63414,0.02096,-0.30132,5.45767,0.62700,-0.00324,0.29443
89.32,5.18444,0.63112,-0.04421,0.01284,5.15029,0.63167,0.02706,-0.14583,5.28690,0.63112,0.03563,-0.18698,5.11613,0.63469,0.00476,-0.34737,5.45767,0.62755,0.01048,0.11870
89.36,5.23226,0.62892,-0.04230,0.11830,5.12297,0.63249,0.01887,-0.25513,5.23909,0.63222,0.02916,-0.22324,5.08881,0.63441,-0.00953,-0.32249,5.46450,0.62865,0.00629,-0.03930
89.40,5.30056,0.62755,-0.03506,0.21861,5.09564,0.63332,0.00572,-0.33281,5.19127,0.63359,0.01944,-0.28067,5.12980,0.63386,-0.02210,-0.26069,5.41668,0.62838,-0.00419,0.05875
89.44,5.36204,0.62591,-0.02325,0.27101,5.08881,0.63304,-0.00972,-0.34671,5.15712,0.63386,0.00686,-0.33188,5.15712,0.63249,-0.03049,-0.18592,5.37570,0.62728,0.00705,0.24812
89.48,5.41668,0.62536,-0.00553,0.16621,5.12297,0.63249,-0.02382,-0.30409,5.15712,0.63414,-0.00667,-0.36153,5.20493,0.63139,-0.03697,-0.10441,5.30056,0.62865,0.02534,0.23608
89.52,5.45084,0.62673,-0.01201,0.10256,5.17078,0.63112,-0.03659,-0.19347,5.14346,0.63386,-0.02877,-0.22404,5.28690,0.62947,-0.04059,0.01628,5.23226,0.63002,0.02992,0.11394
89.56,5.46450,0.62399,-0.01067,0.29893,5.23226,0.62920,-0.04002,-0.05928,5.17078,0.63112,-0.03354,0.09673,5.32788,0.62783,-0.03602,0.14212,5.16395,0.63112,0.03106,0.02567
89.60,5.44400,0.62426,0.02268,0.28080,5.29373,0.62783,-0.04002,0.05333,5.19127,0.63002,-0.01181,0.19122,5.38253,0.62646,-0.02725,0.22192,5.12980,0.63222,0.03468,-0.12611
89.64,5.40985,0.62755,0.02115,0.07410,5.34838,0.62591,-0.03621,0.18262,5.23909,0.63085,-0.00534,-0.02289,5.44400,0.62563,-0.01696,0.26519,5.09564,0.63441,0.02553,-0.35703
89.68,5.36887,0.62618,0.01505,0.12757,5.41668,0.62481,-0.02706,0.35147,5.29373,0.63002,-0.01048,-0.30277,5.44400,0.62508,-0.00591,0.29536,5.08881,0.63496,0.00057,-0.45535
89.72,5.32105,0.62755,0.03125,0.18248,5.45084,0.62344,-0.00991,0.56055,5.34838,0.63112,-0.04002,-0.32514,5.46450,0.62508,0.00705,0.30740,5.11613,0.63414,-0.01848,-0.37741
89.76,5.25958,0.62920,0.03754,0.07953,5.46450,0.62344,0.01944,0.77532,5.38253,0.62618,-0.05431,0.06789,5.43034,0.62563,0.02001,0.28094,5.15029,0.63304,-0.02858,-0.29404
89.80,5.18444,0.63085,0.03754,-0.04539,5.45767,0.62563,0.05107,0.88397,5.40302,0.62508,-0.02992,0.38058,5.39619,0.62673,0.03144,0.20339,5.20493,0.63194,-0.03868,-0.25460
89.84,5.14346,0.63222,0.03392,-0.17772,5.44400,0.62673,0.08689,0.82759,5.41668,0.62426,-0.01181,0.42531,5.34155,0.62838,0.03697,0.09951,5.25275,0.63030,-0.05374,-0.10467
89.88,5.10930,0.63386,0.02249,-0.27141,5.38936,0.62838,0.18960,-0.70254,5.41668,0.62426,0.00553,0.39739,5.26641,0.62975,0.03945,-0.01191,5.32788,0.62700,-0.05317,0.17732
89.92,5.10247,0.63414,0.00858,-0.27339,5.34838,0.65390,0.04021,-2.26841,5.39619,0.62481,0.01848,0.37966,5.22542,0.63167,0.03716,-0.14278,5.39619,0.62536,-0.03563,0.37701
89.96,5.12297,0.63441,-0.00229,-0.21398,5.26641,0.63249,-0.12729,-0.89892,5.36204,0.62563,0.03506,0.35782,5.16395,0.63304,0.02687,-0.23767,5.43717,0.62426,-0.01772,0.45270
90.00,5.15029,0.63359,-0.00572,-0.22086,5.19810,0.63139,-0.03697,0.70611,5.32105,0.62755,0.05031,0.22483,5.13663,0.63386,0.01486,-0.25024,5.47133,0.62399,0.00095,0.49042
90.04,5.20493,0.63414,-0.01429,-0.33929,5.13663,0.63249,0.00819,0.68057,5.26641,0.62947,0.06460,-0.16065,5.10930,0.63414,0.00534,-0.23131,5.45767,0.62426,0.02115,0.49664
90.08,5.27324,0.63304,-0.03525,-0.37979,5.10930,0.63359,0.03125,0.14278,5.21859,0.63441,0.03983,-0.56756,5.09564,0.63414,-0.00229,-0.24375,5.45767,0.62536,0.04592,0.36338
90.12,5.32788,0.63139,-0.05602,-0.15430,5.08881,0.63606,0.01391,-0.39064,5.18444,0.63332,-0.00057,-0.50762,5.12980,0.63386,-0.00877,-0.35200,5.39619,0.62838,0.05850,0.04909
90.16,5.39619,0.62755,-0.05297,0.19942,5.10930,0.63524,-0.01734,-0.47824,5.15029,0.63304,-0.01162,-0.17296,5.17761,0.63441,-0.03468,-0.35134,5.34838,0.63112,0.04611,-0.18023
90.20,5.43034,0.62646,-0.03182,0.37224,5.14346,0.63386,-0.03201,-0.34207,5.15029,0.63194,-0.00991,0.07252,5.23226,0.63057,-0.04859,-0.08998,5.28690,0.63194,0.03392,-0.17891
90.24,5.47133,0.62536,-0.01582,0.35901,5.19127,0.63249,-0.04154,-0.22801,5.15712,0.63167,0.00591,0.03613,5.31422,0.62947,-0.03868,0.11844,5.23226,0.63332,0.03163,-0.14768
90.28,5.47133,0.62536,-0.00324,0.31415,5.25275,0.63057,-0.04878,-0.13233,5.17078,0.63332,0.00133,-0.20273,5.34838,0.62783,-0.03297,0.19360,5.18444,0.63469,0.02573,-0.18182
90.32,5.45084,0.62508,0.00800,0.28438,5.30739,0.62865,-0.05545,0.03269,5.21176,0.63249,-0.01925,-0.25222,5.42351,0.62673,-0.02325,0.24216,5.12980,0.63551,0.01696,-0.22271
90.36,5.40985,0.62591,0.02077,0.22840,5.36204,0.62563,-0.04916,0.25804,5.25958,0.63112,-0.02687,-0.11380,5.44400,0.62591,-0.01315,0.26850,5.10247,0.63606,0.00705,-0.25500
90.40,5.35521,0.62700,0.02725,0.14861,5.41668,0.62426,-0.03125,0.39726,5.30056,0.63002,-0.02630,-0.00238,5.46450,0.62563,-0.00114,0.28080,5.10930,0.63606,-0.00305,-0.30462
90.44,5.30056,0.62810,0.03239,0.07252,5.45767,0.62316,-0.01239,0.41036,5.35521,0.62892,-0.02268,0.01416,5.46450,0.62591,0.00915,0.28477,5.12980,0.63578,-0.01467,-0.40321
90.48,5.22542,0.62975,0.03297,0.00344,5.47133,0.62344,0.00305,0.36735,5.39619,0.62838,-0.02249,-0.02369,5.40985,0.62618,0.02268,0.25474,5.17078,0.63524,-0.03430,-0.48817
90.52,5.17761,0.63085,0.03125,-0.03441,5.46450,0.62344,0.01677,0.31495,5.40985,0.62755,-0.03011,0.06511,5.39619,0.62783,0.03297,0.14384,5.23226,0.63359,-0.06365,-0.32765
90.56,5.11613,0.63222,0.02954,-0.07371,5.41668,0.62481,0.02896,0.24203,5.42351,0.62536,-0.02344,0.28980,5.32105,0.62920,0.03411,0.02885,5.30056,0.62920,-0.07032,0.06312
90.60,5.10247,0.63304,0.02916,-0.20591,5.37570,0.62591,0.03678,0.15231,5.42351,0.62508,-0.00267,0.42465,5.25958,0.63057,0.03354,-0.05359,5.34838,0.62700,-0.05336,0.35504
90.64,5.09564,0.63496,0.01829,-0.45098,5.30056,0.62783,0.04154,0.05703,5.38936,0.62536,0.01601,0.41763,5.21859,0.63194,0.02992,-0.13432,5.40302,0.62508,-0.03468,0.47004
90.68,5.11613,0.63524,-0.01086,-0.59337,5.23909,0.62947,0.04059,-0.02223,5.34838,0.62646,0.03220,0.33030,5.13663,0.63304,0.02382,-0.22946,5.44400,0.62426,-0.01524,0.51834
90.72,5.15029,0.63386,-0.03602,-0.54044,5.17761,0.63112,0.03773,-0.06987,5.30739,0.62783,0.04707,0.11764,5.12980,0.63414,0.01067,-0.29986,5.46450,0.62344,0.01105,0.44542
90.76,5.19810,0.63249,-0.06136,-0.28676,5.15029,0.63222,0.03830,-0.19122,5.25275,0.63085,0.04592,-0.18539,5.10930,0.63386,-0.00267,-0.30462,5.45767,0.62563,0.02611,0.24574
90.80,5.26641,0.62810,-0.06460,0.10216,5.11613,0.63469,0.02668,-0.39064,5.20493,0.63222,0.02687,-0.36020,5.10247,0.63386,-0.01448,-0.27670,5.43717,0.62618,0.02611,0.13551
90.84,5.33471,0.62646,-0.04592,0.32765,5.09564,0.63496,0.00133,-0.45283,5.17761,0.63277,0.01067,-0.36722,5.15029,0.63277,-0.02668,-0.19929,5.38253,0.62728,0.03354,0.09210
90.88,5.39619,0.62481,-0.03220,0.39315,5.10930,0.63441,-0.01658,-0.34075,5.15029,0.63304,-0.00457,-0.29721,5.18444,0.63139,-0.03087,-0.10732,5.33471,0.62892,0.03735,-0.02303
90.92,5.43717,0.62371,-0.01410,0.41459,5.15029,0.63332,-0.02630,-0.19360,5.15029,0.63222,-0.01429,-0.18725,5.24592,0.63030,-0.03392,-0.03996,5.26641,0.63057,0.03411,-0.17335
90.96,5.45084,0.62371,0.00248,0.38680,5.20493,0.63222,-0.03125,-0.06140,5.15712,0.63167,-0.01810,-0.10401,5.30739,0.62865,-0.03506,0.05055,5.21176,0.63222,0.01848,-0.20921
91.00,5.46450,0.62399,0.01715,0.34988,5.26641,0.63057,-0.02992,0.04526,5.17078,0.63085,-0.02249,-0.01456,5.35521,0.62728,-0.03030,0.14887,5.15712,0.63167,0.01067,-0.09634
91.04,5.44400,0.62508,0.03106,0.30304,5.32788,0.62975,-0.02630,0.15311,5.21859,0.62975,-0.02153,0.11777,5.41668,0.62618,-0.02344,0.24905,5.10930,0.63249,0.01486,-0.05995
91.08,5.40302,0.62673,0.04002,0.27816,5.39619,0.62865,-0.02534,0.50696,5.27324,0.62892,-0.01448,0.23912,5.43034,0.62508,-0.00877,0.30793,5.10247,0.63332,0.01067,-0.12624
91.12,5.34838,0.62810,0.05202,0.25341,5.43034,0.62755,0.00114,0.99618,5.32105,0.62783,0.00591,0.15496,5.46450,0.62563,0.00343,0.30674,5.10930,0.63359,0.00152,-0.14570
91.16,5.29373,0.63057,0.06784,0.05029,5.46450,0.62673,0.05583,1.18528,5.35521,0.63002,0.01124,-0.19836,5.44400,0.62536,0.01544,0.29920,5.12980,0.63304,-0.00133,-0.16475
91.20,5.22542,0.63441,0.06231,-0.28610,5.46450,0.62700,0.19456,-0.64326,5.38936,0.63057,-0.02191,-0.28451,5.40302,0.62673,0.02935,0.24785,5.17761,0.63359,-0.00724,-0.25910
91.24,5.18444,0.63633,0.03792,-0.46699,5.45084,0.65774,0.01143,-2.46928,5.41668,0.62700,-0.02973,0.03970,5.37570,0.62810,0.03525,0.19095,5.23909,0.63304,-0.02477,-0.27776
91.28,5.12980,0.63716,0.01715,-0.46236,5.41668,0.62783,-0.17055,-0.70360,5.42351,0.62700,-0.01105,0.25130,5.30056,0.62947,0.04211,0.16197,5.30056,0.63139,-0.03716,-0.11738
91.32,5.10930,0.63743,0.00191,-0.45548,5.36887,0.62892,-0.03697,1.05295,5.40985,0.62700,-0.00457,0.35015,5.25275,0.63112,0.05374,-0.00582,5.35521,0.62947,-0.03544,0.08853
91.36,5.11613,0.63743,-0.01620,-0.49730,5.29373,0.63002,0.00972,0.83712,5.38936,0.62618,0.01277,0.47057,5.19810,0.63441,0.04859,-0.31984,5.41668,0.62838,-0.02687,0.22867
91.40,5.13663,0.63633,-0.03830,-0.50338,5.23909,0.63139,0.03278,0.29033,5.34838,0.62728,0.04268,0.34988,5.15029,0.63578,0.02458,-0.53633,5.45767,0.62728,-0.01544,0.31415
91.44,5.17761,0.63469,-0.06479,-0.30833,5.17078,0.63304,0.02439,-0.19863,5.30056,0.63057,0.05069,0.00807,5.12980,0.63661,-0.00534,-0.48671,5.46450,0.62700,-0.00038,0.34776
91.48,5.23226,0.63030,-0.07051,0.05875,5.14346,0.63386,0.00438,-0.32064,5.25275,0.63222,0.03735,-0.21610,5.11613,0.63469,-0.02058,-0.27247,5.46450,0.62728,0.01410,0.31971
91.52,5.29373,0.62810,-0.05317,0.28266,5.09564,0.63304,-0.00858,-0.23991,5.21176,0.63332,0.02573,-0.26109,5.11613,0.63441,-0.02191,-0.15416,5.42351,0.62810,0.02820,0.19916
91.56,5.34155,0.62646,-0.04135,0.35610,5.09564,0.63277,-0.01258,-0.17878,5.17078,0.63414,0.01620,-0.27128,5.15712,0.63332,-0.02916,-0.12836,5.38253,0.62975,0.03430,-0.01786
91.60,5.40302,0.62481,-0.02706,0.44251,5.10247,0.63222,-0.01925,-0.19241,5.15712,0.63469,0.00572,-0.31045,5.19810,0.63194,-0.03335,-0.09343,5.32788,0.63139,0.02706,-0.22020
91.64,5.43034,0.62399,-0.00686,0.50431,5.15029,0.63139,-0.02916,-0.18606,5.15712,0.63469,-0.00800,-0.35822,5.25958,0.63057,-0.03621,-0.05889,5.26641,0.63249,0.00724,-0.20683
91.68,5.45767,0.62371,0.02210,0.37330,5.21859,0.62975,-0.03640,-0.12280,5.16395,0.63414,-0.02382,-0.36060,5.30739,0.62920,-0.04040,0.03732,5.20493,0.63112,0.00476,-0.05875
91.72,5.45084,0.62673,0.03049,0.09329,5.27324,0.62838,-0.04002,-0.02157,5.18444,0.63304,-0.04326,-0.19982,5.38936,0.62700,-0.03621,0.19783,5.14346,0.63249,0.01086,-0.07543
91.76,5.43034,0.62728,0.01505,0.10282,5.33471,0.62646,-0.03983,0.12174,5.23226,0.63002,-0.04592,0.09779,5.42351,0.62591,-0.02210,0.30277,5.11613,0.63277,0.00133,-0.14953
91.80,5.38253,0.62618,0.03373,0.20379,5.39619,0.62481,-0.02992,0.25500,5.27324,0.62865,-0.03087,0.28120,5.42351,0.62536,-0.00915,0.33215,5.10247,0.63249,-0.00572,-0.13842
91.84,5.31422,0.63002,0.04897,-0.05081,5.43717,0.62399,-0.01715,0.33652,5.32788,0.62755,-0.01448,0.23978,5.45084,0.62508,0.00572,0.31574,5.10247,0.63222,-0.01181,-0.08919
91.88,5.25275,0.63167,0.03144,-0.33255,5.46450,0.62344,-0.00248,0.39289,5.36887,0.62783,-0.00667,0.06815,5.42351,0.62591,0.01791,0.25130,5.14346,0.63112,-0.00915,-0.11513
91.92,5.21176,0.63277,0.00743,-0.29576,5.47133,0.62371,0.01410,0.44079,5.39619,0.62755,-0.01162,-0.04010,5.39619,0.62673,0.02515,0.19360,5.18444,0.63194,-0.01620,-0.24256
91.96,5.15712,0.63139,0.00076,-0.08615,5.44400,0.62426,0.03582,0.44092,5.40985,0.62700,-0.01867,0.05823,5.34838,0.62783,0.03316,0.13312,5.24592,0.63030,-0.03411,-0.24137
92.00,5.11613,0.63222,0.00896,-0.04274,5.39619,0.62700,0.04745,0.55910,5.40985,0.62536,-0.01010,0.23780,5.28007,0.62947,0.03792,0.02369,5.31422,0.62865,-0.03983,-0.11817
92.04,5.10930,0.63277,0.00400,-0.15562,5.34838,0.62865,0.06631,0.83130,5.40302,0.62591,0.00629,0.29046,5.23909,0.63112,0.03582,-0.10454,5.36887,0.62728,-0.04631,0.08694
92.08,5.11613,0.63277,-0.00648,-0.21901,5.28690,0.63030,0.11128,0.87973,5.36887,0.62618,0.01677,0.24785,5.19127,0.63249,0.02877,-0.21199,5.41668,0.62426,-0.03525,0.33929
92.12,5.12980,0.63222,-0.01753,-0.18989,5.22542,0.63249,0.23667,-1.10615,5.32105,0.62728,0.02592,0.19188,5.13663,0.63359,0.01715,-0.27273,5.44400,0.62399,-0.01239,0.43179
92.16,5.19127,0.63112,-0.02287,-0.11804,5.17761,0.66487,0.03411,-3.12895,5.28690,0.62838,0.03106,0.15866,5.11613,0.63386,0.00495,-0.28120,5.45084,0.62371,0.00267,0.42875
92.20,5.24592,0.63030,-0.02534,-0.07106,5.12980,0.63633,-0.19056,-1.33018,5.24592,0.62975,0.03811,0.11261,5.10930,0.63386,-0.00515,-0.28054,5.44400,0.62399,0.02172,0.40784
92.24,5.32105,0.62920,-0.02896,-0.01125,5.10247,0.63359,-0.08022,0.79636,5.19127,0.63139,0.04211,-0.01323,5.14346,0.63359,-0.01753,-0.26506,5.41668,0.62563,0.03659,0.34326
92.28,5.36887,0.62783,-0.02820,0.09025,5.10930,0.63332,-0.01982,0.73721,5.16395,0.63277,0.04897,-0.37516,5.16395,0.63249,-0.02954,-0.17587,5.36204,0.62700,0.04859,0.26400
92.32,5.41668,0.62673,-0.02191,0.19439,5.12297,0.63496,-0.00572,0.08734,5.15029,0.63743,0.01029,-0.66152,5.21859,0.63085,-0.03278,-0.05558,5.30739,0.62920,0.06384,0.03904
92.36,5.45084,0.62591,-0.01086,0.25566,5.17761,0.63386,-0.03373,-0.26956,5.15029,0.63359,-0.02858,-0.39805,5.28007,0.62975,-0.03182,0.02329,5.23909,0.63304,0.05660,-0.28028
92.40,5.47133,0.62591,0.00019,0.26625,5.23226,0.63139,-0.04535,-0.13881,5.17078,0.63304,-0.02268,-0.07490,5.32788,0.62838,-0.03106,0.10070,5.19127,0.63441,0.03297,-0.40506
92.44,5.45084,0.62591,0.01105,0.24759,5.28007,0.62975,-0.04421,0.04976,5.20493,0.63222,-0.02210,-0.00106,5.40302,0.62700,-0.02401,0.17838,5.15029,0.63524,0.01677,-0.34604
92.48,5.43034,0.62673,0.02249,0.16846,5.36204,0.62783,-0.03849,0.18672,5.24592,0.63139,-0.02115,0.00410,5.42351,0.62646,-0.01601,0.23608,5.12297,0.63551,0.00629,-0.28014
92.52,5.37570,0.62810,0.02477,0.07821,5.42351,0.62646,-0.02706,0.24455,5.30056,0.63057,-0.02287,0.00979,5.44400,0.62563,-0.00515,0.28504,5.11613,0.63578,-0.00362,-0.25407
92.56,5.32105,0.62865,0.02706,0.02117,5.44400,0.62563,-0.01582,0.22284,5.35521,0.62947,-0.02210,0.05756,5.44400,0.62591,0.00858,0.28610,5.12980,0.63524,-0.01372,-0.24336
92.60,5.25275,0.63030,0.02763,-0.05783,5.46450,0.62536,-0.00781,0.17640,5.37570,0.62865,-0.01753,0.08866,5.43034,0.62646,0.01944,0.24124,5.16395,0.63469,-0.02325,-0.24005
92.64,5.19810,0.63112,0.02191,-0.12241,5.46450,0.62536,-0.00648,0.23131,5.39619,0.62810,-0.01372,0.09329,5.40985,0.62755,0.02782,0.18262,5.21859,0.63332,-0.03278,-0.23793
92.68,5.13663,0.63194,0.01753,-0.17388,5.41668,0.62426,0.00743,0.34710,5.40985,0.62755,-0.00953,0.09197,5.33471,0.62865,0.03525,0.08866,5.26641,0.63194,-0.03983,-0.25685
92.72,5.10930,0.63277,0.00724,-0.19228,5.38253,0.62563,0.02801,0.30687,5.41668,0.62755,-0.00896,0.14609,5.28007,0.63057,0.03697,-0.04909,5.32788,0.63085,-0.05926,-0.12386
92.76,5.10247,0.63249,-0.00114,-0.13180,5.32788,0.62700,0.03735,0.13299,5.39619,0.62646,0.00000,0.24230,5.22542,0.63194,0.03030,-0.16237,5.38253,0.62646,-0.06041,0.24256
