T,M5 F1,M5 P1,M5 V1,M5 A1,M5 F2,M5 P2,M5 V2,M5 A2,M5 F3,M5 P3,M5 V3,M5 A3,M5 F4,M5 P4,M5 V4,M5 A4,M5 F5,M5 P5,M5 V5,M5 A5
40.20,6.44811,0.60066,0.02382,-1.22511,6.76915,0.58941,0.15702,-0.48526,7.02188,0.58063,-0.15759,-0.22642,6.61204,0.58667,-0.09871,0.22576,8.16942,0.55237,-0.01239,1.23041
40.24,6.44128,0.60011,-0.02820,-1.17390,6.58472,0.59545,0.13872,-0.97130,7.30193,0.57404,-0.15988,0.03295,6.81696,0.58173,-0.05183,0.00040,8.16259,0.55237,0.02096,1.24351
40.28,6.50275,0.59819,-0.07298,-1.02106,6.44128,0.60231,0.07813,-1.39780,7.54101,0.56773,-0.15587,0.30859,7.06286,0.58530,-0.06936,-0.82601,8.09429,0.55237,0.08556,1.22538
40.32,6.65986,0.59408,-0.11167,-0.80960,6.37297,0.60203,0.00762,-1.36472,7.78008,0.56115,-0.13872,0.65662,7.32926,0.57898,-0.14730,-0.92975,7.93035,0.55950,0.13892,0.80047
40.36,6.82379,0.58886,-0.13853,-0.56333,6.38663,0.60176,-0.03773,-1.14161,7.97134,0.55593,-0.10252,0.97752,7.58199,0.57212,-0.18903,0.00278,7.71860,0.56581,0.14425,0.49584
40.40,7.06969,0.58283,-0.15816,-0.27538,6.46177,0.59902,-0.08041,-0.97461,8.10112,0.55264,-0.05602,1.17470,7.78691,0.56060,-0.15587,1.14201,7.46587,0.57048,0.15873,0.56783
40.44,7.32243,0.57569,-0.16216,0.04737,6.62570,0.59462,-0.10805,-0.95992,8.14893,0.55127,-0.00381,1.22710,7.96450,0.55648,-0.04840,1.22154,7.20631,0.57706,0.19875,0.40877
40.48,7.54784,0.56938,-0.15340,0.35981,6.83062,0.59133,-0.15435,-0.96164,8.12844,0.55237,0.04726,1.12864,8.06013,0.56142,-0.03354,0.69407,6.91942,0.58722,0.21704,-0.35266
40.52,7.78008,0.56307,-0.13167,0.65146,7.07652,0.58283,-0.20656,-0.46607,8.03964,0.55539,0.08937,0.93716,8.08746,0.55429,-0.03182,0.91096,6.68035,0.59655,0.17836,-1.30398
40.56,7.95767,0.55895,-0.10690,1.05163,7.34292,0.57240,-0.20275,0.29166,7.86888,0.55978,0.12310,0.70479,8.03964,0.55539,0.03906,1.15987,6.48909,0.60286,0.10042,-1.89775
40.60,8.05330,0.55319,-0.04859,1.42427,7.59565,0.56554,-0.16883,0.75865,7.64347,0.56554,0.14673,0.43828,7.93035,0.55923,0.07641,1.10337,6.35248,0.60588,-0.00515,-1.69264
40.64,8.12161,0.55456,0.02077,1.43777,7.80740,0.55923,-0.13358,1.00320,7.39073,0.57185,0.15930,0.14146,7.76642,0.56087,0.12805,0.95953,6.29783,0.60011,-0.05774,-0.93319
40.68,8.09429,0.55511,0.08194,1.09292,8.00549,0.55456,-0.08994,1.21638,7.13800,0.57871,0.15873,-0.16965,7.56150,0.56993,0.16293,0.56267,6.31832,0.59902,-0.05812,-0.61295
40.72,7.97817,0.56279,0.10766,0.73284,8.10795,0.55154,-0.03430,1.35202,6.89210,0.58502,0.14444,-0.45138,7.33609,0.57514,0.17017,0.19426,6.42078,0.59709,-0.08747,-0.73668
40.76,7.82789,0.56417,0.12024,0.75786,8.13527,0.55182,0.02268,1.34765,6.65302,0.59051,0.12100,-0.69434,7.09018,0.58310,0.17798,-0.19360,6.57789,0.59243,-0.12500,-0.73973
40.80,7.59565,0.56993,0.17836,0.56902,8.12161,0.55319,0.08080,1.14294,6.48909,0.59490,0.08975,-0.94272,6.87844,0.58996,0.16559,-0.76381,6.79647,0.58667,-0.15511,-0.54745
40.84,7.37024,0.58063,0.18922,-0.12823,7.98500,0.55895,0.12138,0.75653,6.38663,0.59819,0.04497,-1.15868,6.68035,0.59847,0.10805,-1.11462,7.06969,0.57953,-0.17188,-0.23489
40.88,7.11751,0.58694,0.15397,-0.57339,7.81423,0.56389,0.13720,0.43576,6.34565,0.59874,-0.00705,-1.25925,6.54373,0.59819,0.05507,-1.01841,7.33609,0.57240,-0.17283,0.10057
40.92,6.86477,0.59133,0.14158,-0.93174,7.59565,0.56965,0.15302,0.18248,6.40029,0.59764,-0.06003,-1.23173,6.48226,0.60094,0.03773,-1.11528,7.61614,0.56581,-0.16845,0.54189
40.96,6.65302,0.60066,0.07851,-1.17549,7.32243,0.57651,0.15645,-0.14345,6.51641,0.59380,-0.10976,-1.05891,6.48226,0.60313,-0.01944,-1.46000,7.86205,0.55786,-0.13587,1.08365
41.00,6.48226,0.59737,0.02287,-0.88013,7.07652,0.58310,0.13853,-0.39633,6.68718,0.58859,-0.14882,-0.74661,6.55740,0.60066,-0.10061,-1.32833,8.04647,0.55346,-0.06879,1.30954
41.04,6.37297,0.60011,0.01486,-0.72054,6.82379,0.58749,0.11891,-0.52615,6.91942,0.58173,-0.17817,-0.23700,6.68718,0.59325,-0.14387,-0.77665,8.15576,0.55319,-0.01677,1.18237
41.08,6.35248,0.59984,-0.01772,-0.91215,6.60521,0.59243,0.10004,-0.71538,7.17898,0.57267,-0.16731,0.25302,6.87844,0.58776,-0.15244,-0.38389,8.21041,0.55264,0.02344,1.05401
41.12,6.38663,0.59929,-0.06269,-1.02582,6.44811,0.59627,0.06326,-0.92539,7.43172,0.56801,-0.14463,0.44489,7.09018,0.58173,-0.16731,-0.13683,8.16942,0.55484,0.06536,0.95410
41.16,6.50275,0.59462,-0.10709,-0.94113,6.36614,0.59764,0.02134,-1.02900,7.69128,0.56170,-0.13034,0.57987,7.32926,0.57404,-0.17055,0.24322,8.06013,0.55813,0.10042,0.83699
41.20,6.70084,0.59078,-0.14711,-0.60118,6.34565,0.59792,-0.02134,-1.05904,7.89620,0.55703,-0.10271,0.78750,7.56150,0.56718,-0.15149,0.70876,7.87571,0.56279,0.13510,0.64260
41.24,6.90576,0.58200,-0.16407,-0.06749,6.42078,0.59600,-0.06498,-1.01696,8.05330,0.55319,-0.06727,0.99195,7.77325,0.56142,-0.11186,1.08286,7.66396,0.56938,0.15664,0.32844
41.28,7.15849,0.57597,-0.14158,0.22814,6.53690,0.59270,-0.10633,-0.86690,8.13527,0.55127,-0.02058,1.12335,7.93718,0.55758,-0.05774,1.18290,7.39073,0.57597,0.16121,0.00119
41.32,7.44538,0.57158,-0.13396,0.26096,6.74182,0.58722,-0.13930,-0.58569,8.14893,0.55154,0.02687,1.13142,8.04647,0.55566,0.01124,0.67674,7.11751,0.58255,0.15530,-0.31362
41.36,7.68445,0.56554,-0.12901,0.44556,6.99456,0.58090,-0.15435,-0.26043,8.08063,0.55346,0.07298,1.04091,8.07379,0.56225,0.00286,0.11248,6.86477,0.58859,0.13872,-0.66814
41.40,7.90303,0.56032,-0.10385,0.74489,7.23363,0.57459,-0.15911,0.04936,7.94401,0.55758,0.11300,0.85631,8.02598,0.55758,-0.03811,0.81013,6.63936,0.59435,0.10328,-0.99473
41.44,8.08063,0.55676,-0.06517,0.96561,7.51368,0.56773,-0.15016,0.35001,7.74592,0.56279,0.14368,0.59787,7.93718,0.55292,0.05640,1.73855,6.46177,0.59792,0.04592,-0.99618
41.48,8.16259,0.55511,-0.02268,1.07889,7.75959,0.56225,-0.13015,0.62076,7.51368,0.56938,0.16369,0.26043,7.78008,0.56225,0.15187,1.51412,6.37297,0.59709,0.00858,-0.67065
41.52,8.17625,0.55484,0.02268,1.11806,7.94401,0.55703,-0.10042,0.87563,7.25412,0.57651,0.16578,-0.11235,7.55467,0.56691,0.20504,0.57775,6.35931,0.59709,0.00419,-0.61613
41.56,8.12161,0.55676,0.07089,1.03562,8.09429,0.55374,-0.05774,1.05838,6.98773,0.58310,0.15321,-0.44953,7.32243,0.58090,0.19837,-0.42002,6.42078,0.59847,-0.02325,-0.96694
41.60,7.98500,0.56087,0.10976,0.82958,8.16259,0.55237,-0.01220,1.13486,6.76915,0.58914,0.12843,-0.73986,7.06969,0.58502,0.13606,-0.63174,6.55057,0.59600,-0.07184,-1.32476
41.64,7.79374,0.56581,0.13930,0.55155,8.14210,0.55264,0.03621,1.10985,6.57106,0.59380,0.09128,-0.94735,6.81696,0.58859,0.13644,-0.55685,6.72816,0.59380,-0.14425,-1.26031
41.68,7.56150,0.57240,0.15645,0.20445,8.07379,0.55539,0.08080,0.96588,6.44128,0.59655,0.04974,-1.06896,6.61204,0.59655,0.11872,-1.00240,6.96723,0.58420,-0.20370,-0.44463
41.72,7.29510,0.57898,0.15492,-0.12651,7.91669,0.55950,0.11491,0.76659,6.37980,0.59792,0.00381,-1.12454,6.46177,0.60011,0.05850,-1.45603,7.21997,0.57432,-0.18636,0.52310
41.76,7.04920,0.58502,0.14463,-0.41049,7.69128,0.56472,0.14292,0.52959,6.39346,0.59682,-0.04192,-1.11237,6.36614,0.60203,-0.02115,-1.38259,7.46587,0.56801,-0.13453,0.86438
41.80,6.81013,0.59106,0.12005,-0.63982,7.45904,0.57130,0.15950,0.22787,6.47543,0.59462,-0.08785,-1.00597,6.35248,0.59709,-0.07203,-0.82309,7.70494,0.56444,-0.09642,0.68071
41.84,6.59838,0.59462,0.09166,-0.80669,7.18581,0.57789,0.16273,-0.12042,6.63253,0.58969,-0.12863,-0.73284,6.41395,0.59435,-0.07641,-0.45667,7.89620,0.56142,-0.08461,0.54480
41.88,6.48226,0.59874,0.05640,-0.99618,6.93308,0.58475,0.15168,-0.50391,6.85111,0.58365,-0.15054,-0.35173,6.54373,0.59188,-0.09433,-0.43510,8.01915,0.55731,-0.06631,0.73152
41.92,6.38663,0.59956,0.00743,-1.10575,6.72133,0.59078,0.12024,-0.82323,7.09018,0.57706,-0.15549,0.00913,6.75548,0.58667,-0.11071,-0.46316,8.08063,0.55566,-0.03297,1.08511
41.96,6.39346,0.59819,-0.02230,-1.36565,6.52324,0.59462,0.07984,-0.99076,7.35658,0.57075,-0.14654,0.30264,6.98773,0.58310,-0.12977,-0.48446,8.07379,0.55374,0.02249,1.35387
42.00,6.48226,0.60039,-0.10481,-1.48488,6.41395,0.59709,0.03868,-1.07651,7.57516,0.56526,-0.13053,0.56783,7.24729,0.57734,-0.16578,-0.10798,7.98500,0.55648,0.09737,1.10880
42.04,6.61887,0.58941,-0.17455,-0.84837,6.37297,0.59792,-0.00724,-1.10721,7.80057,0.56005,-0.10500,0.87563,7.52734,0.56773,-0.15187,0.56280,7.83472,0.56389,0.12100,0.61070
42.08,6.81696,0.58310,-0.17188,-0.15906,6.38663,0.59655,-0.05317,-1.03760,7.96450,0.55566,-0.05412,1.03098,7.77325,0.56389,-0.10576,0.89799,7.63663,0.56664,0.12996,0.41856
42.12,7.04237,0.57624,-0.17360,0.35279,6.50275,0.59353,-0.09452,-0.84691,8.06696,0.55621,-0.01086,0.94193,7.97134,0.55978,-0.06574,0.87867,7.41122,0.57322,0.15492,0.22801
42.16,7.28827,0.56965,-0.15664,0.97117,6.67352,0.58859,-0.12443,-0.55235,8.10112,0.55593,0.01067,1.04647,8.13527,0.55895,-0.03259,0.73787,7.16532,0.58008,0.15587,-0.10811
42.20,7.52051,0.56142,-0.10442,1.49004,6.87844,0.58310,-0.13949,-0.23171,8.06696,0.55539,0.06727,1.21889,8.18992,0.55758,-0.01143,0.69156,6.92625,0.58612,0.14444,-0.42147
42.24,7.72543,0.55539,0.05564,0.11910,7.13117,0.57706,-0.14273,0.06828,7.96450,0.56115,0.12596,0.94788,8.18992,0.55758,0.01963,0.74356,6.72133,0.59188,0.12215,-0.73152
42.28,7.88937,0.58036,-0.08118,-1.40601,7.37707,0.57103,-0.12920,0.24362,7.78691,0.56636,0.15854,0.30145,8.10795,0.55950,0.04573,0.84718,6.56423,0.59655,0.08308,-0.96085
42.32,8.01915,0.54880,-0.21399,0.40943,7.62980,0.56691,-0.11814,0.30317,7.56150,0.57514,0.15530,-0.42716,7.95084,0.56060,0.08575,0.94934,6.46177,0.59847,0.04211,-1.09940
42.36,8.03964,0.54853,-0.03925,2.15394,7.84155,0.56170,-0.10766,0.43338,7.32926,0.58118,0.09871,-0.55129,7.74592,0.56581,0.13549,0.71366,6.44128,0.60011,-0.00495,-1.19534
42.40,8.00549,0.55072,0.04993,1.99580,7.98500,0.55813,-0.09032,0.72371,7.06969,0.58090,0.08632,-0.10957,7.49319,0.57295,0.15149,0.22549,6.48226,0.59847,-0.05926,-1.13500
42.44,7.93718,0.55374,0.12500,1.45762,8.08746,0.55374,-0.05393,1.10469,6.83745,0.58639,0.10957,-0.06431,7.21997,0.57816,0.15225,-0.26612,6.60521,0.59490,-0.10214,-0.92036
42.48,7.76642,0.56142,0.16350,0.80986,8.10795,0.55292,0.00515,1.31722,6.65302,0.59133,0.09985,-0.44754,6.95357,0.58557,0.13606,-0.80761,6.78281,0.58969,-0.13110,-0.70955
42.52,7.56833,0.56746,0.18198,0.36616,8.03964,0.55456,0.05945,1.28823,6.50958,0.59517,0.06936,-0.79120,6.72133,0.59161,0.06860,-0.91361,6.99456,0.58447,-0.15702,-0.49425
42.56,7.36341,0.57569,0.19913,-0.17150,7.93718,0.55758,0.11205,1.08934,6.42078,0.59709,0.02896,-0.97263,6.55057,0.58886,0.04211,-0.58133,7.22680,0.57734,-0.18046,-0.06590
42.60,7.11068,0.58557,0.16655,-0.64048,7.75959,0.56334,0.16159,0.55010,6.42078,0.59737,-0.01181,-1.04223,6.42761,0.59298,0.05355,-0.82521,7.47270,0.56856,-0.16921,0.50008
42.64,6.91259,0.58886,0.13186,-0.75627,7.51368,0.57295,0.15607,0.01694,6.48226,0.59600,-0.05088,-1.12428,6.36614,0.59764,-0.02249,-1.03628,7.70494,0.56252,-0.12558,0.74939
42.68,6.72816,0.59517,0.11186,-0.93690,7.28144,0.57597,0.14273,-0.08535,6.62570,0.59435,-0.10824,-1.02966,6.39346,0.59023,-0.07375,-0.35491,7.88937,0.55978,-0.10385,0.85644
42.72,6.57789,0.59956,0.05698,-1.07637,7.03554,0.58310,0.15130,-0.20842,6.82379,0.58667,-0.14959,-0.57828,6.47543,0.58776,-0.04383,0.15112,8.01915,0.55346,-0.06441,1.08775
42.76,6.51641,0.59929,0.01162,-0.93200,6.78964,0.58914,0.13587,-0.53011,7.03554,0.58036,-0.14616,-0.26334,6.62570,0.58722,-0.02020,-0.24097,8.09429,0.55429,-0.01429,1.21267
42.80,6.50275,0.59929,-0.01124,-0.91414,6.62570,0.59435,0.10919,-0.87814,7.28144,0.57624,-0.16235,-0.09515,6.82379,0.58886,-0.05564,-0.85102,8.09429,0.55209,0.03754,1.18330
42.84,6.54373,0.59929,-0.05202,-1.06910,6.48909,0.59847,0.06384,-1.17430,7.52051,0.56718,-0.16883,0.37661,7.05603,0.58337,-0.11128,-0.94113,8.02598,0.55648,0.10176,0.73390
42.88,6.69401,0.59572,-0.10462,-1.03535,6.41395,0.59984,0.00838,-1.27527,7.75276,0.56087,-0.13339,0.87325,7.30193,0.57926,-0.15054,-0.50696,7.86205,0.56417,0.08632,0.52191
42.92,6.85111,0.59051,-0.14692,-0.70664,6.44811,0.59902,-0.04478,-1.18766,7.93718,0.55648,-0.08975,1.15749,7.54101,0.57020,-0.15930,0.15906,7.67762,0.56197,0.10347,1.07571
42.96,7.05603,0.58310,-0.16655,-0.21874,6.51641,0.59600,-0.09051,-0.97726,8.04647,0.55346,-0.03716,1.27818,7.74592,0.56499,-0.12767,0.61970,7.45221,0.56828,0.20008,0.96363
43.00,7.28144,0.57624,-0.15930,0.17441,6.65302,0.59133,-0.12386,-0.72133,8.10112,0.55292,0.02401,1.09503,7.89620,0.56060,-0.10195,0.86795,7.19264,0.58063,0.23419,-0.29589
43.04,7.50685,0.57048,-0.14959,0.48684,6.86477,0.58584,-0.14787,-0.46038,8.07379,0.55648,0.05983,0.71194,8.01232,0.55621,-0.06041,1.10205,6.94674,0.59161,0.16540,-1.33045
43.08,7.71860,0.56362,-0.12062,0.76434,7.08335,0.57926,-0.16293,-0.14808,7.98500,0.55895,0.06822,0.59787,8.06013,0.55511,-0.00553,1.14704,6.72133,0.59435,0.07565,-1.19891
43.12,7.88937,0.56060,-0.08499,0.91427,7.34292,0.57212,-0.15969,0.17494,7.82789,0.56087,0.09661,0.71776,8.02598,0.55676,0.03259,1.14770,6.54373,0.59435,0.05583,-0.67197
43.16,7.99866,0.55621,-0.03868,0.88026,7.57516,0.56636,-0.14863,0.49875,7.62980,0.56609,0.13625,0.61454,7.93035,0.55731,0.07908,1.23954,6.42761,0.59847,0.04726,-0.65874
43.20,8.05330,0.55840,-0.00915,0.78009,7.77325,0.55978,-0.12310,0.88344,7.39073,0.57267,0.15607,0.26559,7.77325,0.56197,0.14406,1.04673,6.37297,0.59902,0.02058,-1.05203
43.24,8.03964,0.55676,-0.00152,1.22511,7.95084,0.55566,-0.07489,1.17337,7.15166,0.57926,0.15664,-0.09726,7.58199,0.57048,0.17588,0.52019,6.38663,0.60176,-0.04345,-1.32807
43.28,7.92352,0.55511,0.07813,1.82298,8.04647,0.55374,-0.02306,1.28003,6.89893,0.58557,0.14444,-0.38058,7.37024,0.57706,0.17703,0.08549,6.48226,0.59545,-0.10862,-1.07360
43.32,7.79374,0.56197,0.17893,1.53794,8.07379,0.55346,0.03563,1.16159,6.68718,0.59106,0.12367,-0.60845,7.13117,0.58310,0.19723,-0.62288,6.63253,0.59106,-0.12958,-0.72001
43.36,7.58882,0.57075,0.24086,0.28570,8.06013,0.55731,0.07679,0.86240,6.53007,0.59545,0.09890,-0.90567,6.91942,0.59682,0.13053,-1.31642,6.83745,0.58612,-0.16331,-0.38773
43.40,7.35658,0.58475,0.21228,-1.16901,7.93718,0.56032,0.10023,0.63029,6.42761,0.59956,0.05640,-1.29075,6.74182,0.59408,0.05069,-1.09980,7.09018,0.57706,-0.17188,0.15072
43.44,7.12434,0.59133,0.09947,-1.46953,7.75959,0.56499,0.12558,0.42888,6.39346,0.60094,-0.00953,-1.51346,6.60521,0.59737,0.04116,-0.79808,7.34975,0.57048,-0.13872,0.41499
43.48,6.89893,0.58996,0.04573,-0.61295,7.56833,0.57075,0.13968,0.13934,6.44811,0.59902,-0.08022,-1.33852,6.53690,0.59874,0.00667,-0.87351,7.60248,0.56746,-0.13072,0.49928
43.52,6.69401,0.59161,0.06689,-0.06272,7.32243,0.57706,0.13339,-0.07993,6.55057,0.59353,-0.12672,-0.88423,6.50958,0.59819,-0.03068,-0.94537,7.82106,0.55950,-0.10938,0.76778
43.56,6.54373,0.59572,0.08365,-0.46276,7.06969,0.58118,0.12843,-0.20604,6.72816,0.58804,-0.14921,-0.43682,6.57789,0.59627,-0.07222,-0.95212,8.01232,0.55758,-0.06422,0.92234
43.60,6.42078,0.60121,0.03735,-1.09927,6.85794,0.58722,0.12253,-0.44264,6.95357,0.58118,-0.15702,-0.09885,6.70084,0.59243,-0.11205,-0.78432,8.12161,0.55511,-0.03144,0.98507
43.64,6.40712,0.59956,-0.03297,-1.14519,6.63253,0.59188,0.09547,-0.72226,7.19947,0.57514,-0.15359,0.14001,6.86477,0.58694,-0.14101,-0.41724,8.14893,0.55456,0.01334,1.03892
43.68,6.45494,0.59655,-0.06498,-0.88264,6.49592,0.59517,0.05926,-0.88436,7.43855,0.56883,-0.14578,0.36325,7.05603,0.58063,-0.15454,0.25487,8.12844,0.55621,0.05583,0.98017
43.72,6.55740,0.59435,-0.09204,-0.77373,6.42078,0.59655,0.02134,-0.95556,7.69128,0.56307,-0.12596,0.60806,7.28144,0.57404,-0.13206,1.06698,8.01915,0.55923,0.09413,0.84625
43.76,6.73499,0.59023,-0.13415,-0.51252,6.39346,0.59682,-0.01601,-1.01616,7.86888,0.55840,-0.09604,0.82032,7.52051,0.56801,-0.06955,1.59154,7.84155,0.56389,0.12615,0.62447
43.80,6.96040,0.58200,-0.14120,-0.10375,6.46860,0.59572,-0.06231,-0.99923,8.01232,0.55511,-0.05774,0.96416,7.69811,0.56307,0.08670,0.14781,7.62297,0.56965,0.14730,0.31865
43.84,7.17215,0.57816,-0.12958,0.04751,6.60521,0.59161,-0.10271,-0.81330,8.10112,0.55374,-0.01658,1.03456,7.87571,0.58749,-0.02363,-1.86361,7.37707,0.57624,0.15244,-0.00992
43.88,7.45221,0.57267,-0.13472,0.14305,6.77598,0.58694,-0.12901,-0.55923,8.10112,0.55374,0.02611,1.05031,7.97134,0.56499,-0.21075,-0.63902,7.11751,0.58228,0.14425,-0.28557
43.92,7.67762,0.56691,-0.12748,0.42068,7.00822,0.58118,-0.14825,-0.26744,8.03281,0.55566,0.07127,0.95516,8.00549,0.55731,-0.11891,1.68615,6.87160,0.58804,0.12767,-0.51635
43.96,7.88254,0.56170,-0.10195,0.72146,7.25412,0.57459,-0.15283,0.07212,7.90303,0.55978,0.10728,0.73642,7.98500,0.55484,0.00953,2.29289,6.65986,0.59270,0.10271,-0.74343
44.00,8.03964,0.55840,-0.06479,0.91295,7.50002,0.56828,-0.13987,0.35187,7.71860,0.56472,0.13072,0.48565,7.88937,0.56087,0.09928,1.86533,6.49592,0.59627,0.07165,-0.99909
44.04,8.12161,0.55648,-0.02477,0.99023,7.74592,0.56334,-0.12157,0.56095,7.49319,0.57048,0.14520,0.23846,7.75276,0.56307,0.16350,1.04634,6.41395,0.59956,0.02001,-1.17470
44.08,8.12844,0.55648,0.01524,1.01656,7.91669,0.55840,-0.09661,0.79107,7.25412,0.57651,0.15149,-0.04764,7.54101,0.57487,0.19170,0.06471,6.41395,0.59819,-0.04116,-0.97660
44.12,8.08063,0.55758,0.05717,0.99380,8.05330,0.55511,-0.05850,1.01100,7.00139,0.58310,0.14349,-0.37555,7.31560,0.58118,0.15778,-0.61176,6.45494,0.59325,-0.04364,-1.02979
44.16,7.93718,0.56087,0.10080,0.81912,8.11478,0.55346,-0.01277,1.15193,6.78964,0.58859,0.11910,-0.65120,7.07652,0.58776,0.11128,-0.59099,6.57106,0.59792,-0.10957,-1.30107
44.20,7.75959,0.56636,0.12767,0.50894,8.08746,0.55401,0.03735,1.16742,6.59838,0.59270,0.08899,-0.86068,6.85111,0.58722,0.11814,-0.65146,6.76231,0.58530,-0.18713,-0.72530
44.24,7.52734,0.57158,0.13892,0.23197,8.00549,0.55648,0.08461,1.03509,6.46177,0.59600,0.05012,-1.03840,6.65986,0.59956,0.07813,-1.04369,6.97406,0.57871,-0.17417,0.01958
44.28,7.26778,0.57734,0.14921,-0.10123,7.86888,0.56060,0.13091,0.64868,6.42078,0.59709,0.00210,-1.10628,6.51641,0.59490,0.00991,-0.92552,7.21314,0.57185,-0.16312,0.32394
44.32,7.02871,0.58475,0.12901,-0.37780,7.66396,0.56856,0.13987,0.18857,6.44128,0.59600,-0.04288,-1.04779,6.43445,0.59764,-0.00438,-0.62658,7.45221,0.56581,-0.14578,0.50603
44.36,6.81013,0.58722,0.11281,-0.44675,7.43855,0.57240,0.13206,0.02197,6.53007,0.59353,-0.08384,-0.90633,6.42078,0.59490,-0.02401,-0.64445,7.67079,0.55978,-0.12291,0.64273
44.40,6.60521,0.59462,0.08880,-0.45270,7.17898,0.57816,0.13987,-0.09276,6.67352,0.58914,-0.11853,-0.66549,6.48909,0.59627,-0.05240,-0.76169,7.84838,0.55566,-0.09128,0.75124
44.44,6.50275,0.59408,0.06155,-0.26215,6.92625,0.58420,0.13282,-0.36603,6.85794,0.58365,-0.14044,-0.34035,6.60521,0.59078,-0.08727,-0.80748,7.97134,0.55319,-0.06898,0.99724
44.48,6.42078,0.59490,0.12043,-1.13804,6.72816,0.58941,0.11052,-0.65159,7.10385,0.57734,-0.14654,-0.00053,6.80330,0.58969,-0.12615,-0.59205,8.03281,0.54907,-0.02153,1.42308
44.52,6.42761,0.61301,-0.01563,-2.21190,6.54373,0.59325,0.07851,-0.88860,7.33609,0.57130,-0.13587,0.24044,7.02188,0.58036,-0.15225,0.00675,8.02598,0.54990,0.06060,1.47138
44.56,6.51641,0.59353,-0.14787,-1.32449,6.45494,0.59600,0.03754,-1.05203,7.56150,0.56664,-0.12481,0.42888,7.27461,0.57487,-0.11872,0.43404,7.95767,0.55539,0.11205,1.11197
44.60,6.63936,0.59353,-0.12138,-0.36139,6.41395,0.59655,-0.01048,-1.07995,7.77325,0.56115,-0.10690,0.73417,7.52051,0.57130,-0.09280,0.31455,7.81423,0.55923,0.15016,0.67515
44.64,6.83062,0.58612,-0.13282,-0.25990,6.43445,0.59490,-0.05297,-0.98811,7.93718,0.55731,-0.06841,1.09172,7.75959,0.56883,-0.09299,0.14967,7.63663,0.56801,0.16788,0.19757
44.68,7.04237,0.58283,-0.13415,-0.38865,6.53690,0.59216,-0.09070,-0.83990,8.02598,0.55539,-0.01791,1.36896,7.94401,0.56389,-0.09680,0.32275,7.41805,0.57377,0.15797,-0.08403
44.72,7.28144,0.57734,-0.17988,-0.18778,6.71450,0.58749,-0.12234,-0.62129,8.07379,0.55511,0.04916,1.38365,8.07379,0.55978,-0.07108,0.63519,7.18581,0.58008,0.15607,-0.23634
44.76,7.49319,0.56664,-0.17893,0.67158,6.90576,0.58200,-0.14273,-0.33744,8.02598,0.55923,0.11338,0.89680,8.13527,0.55840,-0.04364,0.91678,6.97406,0.58667,0.14273,-0.44900
44.80,7.70494,0.56005,-0.11128,1.19362,7.13800,0.57569,-0.15092,-0.01217,7.90986,0.56636,0.12748,0.22867,8.12161,0.55566,0.00133,1.17496,6.76915,0.59188,0.11967,-0.65689
44.84,7.87571,0.55840,-0.05336,1.04700,7.39073,0.56938,-0.14311,0.29536,7.75276,0.57020,0.11624,-0.11182,8.03964,0.55786,0.06041,1.15815,6.62570,0.59627,0.09166,-0.89773
44.88,7.98500,0.55731,-0.02553,0.79795,7.60931,0.56389,-0.12443,0.53078,7.54784,0.57487,0.11567,-0.31071,7.88937,0.56115,0.10385,0.88158,6.53690,0.59984,0.04783,-1.11726
44.92,8.01915,0.55676,-0.00858,0.91771,7.81423,0.55923,-0.09852,0.71194,7.32243,0.58090,0.08613,-0.32911,7.69811,0.56664,0.13396,0.49875,6.49592,0.60039,-0.00362,-1.18912
44.96,7.97817,0.55484,0.04497,1.09914,7.95084,0.55593,-0.06803,0.89257,7.08335,0.58090,0.07622,-0.06378,7.46587,0.57267,0.14120,0.15033,6.54373,0.59929,-0.05107,-1.14307
45.00,7.90986,0.56032,0.09833,0.87828,8.02598,0.55346,-0.02839,1.07849,6.86477,0.58584,0.09070,-0.02104,7.21314,0.57789,0.14425,-0.15337,6.63936,0.59627,-0.09642,-1.01616
45.04,7.75276,0.56417,0.12062,0.51715,8.07379,0.55319,0.02249,1.14241,6.68718,0.58914,0.08518,-0.24693,6.96723,0.58475,0.13186,-0.50140,6.80330,0.59161,-0.13834,-0.72742
45.08,7.58882,0.57048,0.12882,0.34485,7.99866,0.55539,0.07032,1.01497,6.54373,0.59270,0.07470,-0.60290,6.75548,0.58914,0.10023,-0.72967,6.98773,0.58447,-0.16064,-0.29404
45.12,7.37707,0.57377,0.14616,0.20816,7.88254,0.55923,0.10747,0.77493,6.47543,0.59600,0.03906,-0.99579,6.57789,0.59270,0.06822,-0.78670,7.21314,0.57789,-0.15892,0.07371
45.16,7.14483,0.58228,0.15816,-0.19056,7.72543,0.56444,0.13167,0.52615,6.46860,0.59655,-0.01391,-1.15498,6.46177,0.59517,0.02706,-0.60647,7.44538,0.57158,-0.14959,0.31455
45.20,6.94674,0.58804,0.13225,-0.62328,7.50002,0.56993,0.14844,0.29179,6.53690,0.59462,-0.06307,-1.05533,6.39346,0.59353,0.01486,-0.35504,7.65713,0.56554,-0.12977,0.47480
45.24,6.76915,0.59298,0.09909,-0.85776,7.26778,0.57651,0.15740,0.00172,6.65302,0.59106,-0.10099,-0.84347,6.41395,0.59545,0.02096,-0.61613,7.82789,0.56170,-0.11548,0.72107
