T,M4 F1,M4 P1,M4 V1,M4 A1,M4 F2,M4 P2,M4 V2,M4 A2,M4 F3,M4 P3,M4 V3,M4 A3,M4 F4,M4 P4,M4 V4,M4 A4,M4 F5,M4 P5,M4 V5,M4 A5
57.48,6.35248,0.60121,-0.09566,0.18579,5.91532,0.61301,-0.07794,-0.51609,5.88116,0.61685,0.06498,-0.71789,5.90166,0.61383,-0.04631,-0.60343,6.17488,0.60341,-0.08651,-0.03030
57.52,6.49592,0.59764,-0.08232,0.40586,6.04510,0.60917,-0.10785,-0.17798,5.81969,0.61795,0.01715,-0.94365,5.99729,0.61164,-0.06898,-0.45178,6.31832,0.59984,-0.08099,0.17613
57.56,6.63253,0.59435,-0.06060,0.55354,6.15439,0.60258,-0.09699,0.25672,5.81286,0.61767,-0.02249,-0.86491,6.12024,0.60807,-0.08423,-0.24997,6.46177,0.59682,-0.07032,0.33294
57.60,6.71450,0.59270,-0.03525,0.62222,6.33882,0.60121,-0.07698,0.44463,5.82652,0.61603,-0.05679,-0.63002,6.26368,0.60450,-0.08842,-0.05280,6.58472,0.59408,-0.05450,0.47851
57.64,6.76231,0.59161,-0.01067,0.66853,6.48226,0.59627,-0.05374,0.43537,5.89483,0.61246,-0.07317,-0.38627,6.40712,0.60094,-0.08823,0.13842,6.67352,0.59216,-0.03068,0.57670
57.68,6.78281,0.59161,0.01925,0.67475,6.58472,0.59709,-0.03430,0.26254,6.01095,0.60972,-0.07965,-0.31098,6.55057,0.59709,-0.07813,0.33903,6.72133,0.59161,-0.00572,0.59668
57.72,6.71450,0.59325,0.04631,0.59906,6.69401,0.59517,-0.04764,0.40943,6.14073,0.60670,-0.09566,-0.27406,6.66669,0.59435,-0.05888,0.48883,6.74182,0.59161,0.02001,0.54838
57.76,6.63253,0.59545,0.06917,0.46210,6.72133,0.59106,-0.01315,0.79729,6.29100,0.60231,-0.11376,0.01178,6.74865,0.59243,-0.03830,0.61931,6.70084,0.59353,0.03945,0.47798
57.80,6.50958,0.59902,0.08499,0.27220,6.69401,0.59353,0.03468,0.79292,6.44811,0.59600,-0.09699,0.34578,6.79647,0.59106,-0.01048,0.75494,6.61887,0.59517,0.05088,0.54798
57.84,6.37297,0.60258,0.09109,0.06643,6.66669,0.59517,0.05698,0.60951,6.56423,0.59435,-0.07298,0.40903,6.76915,0.59133,0.02382,0.81608,6.51641,0.59655,0.08404,0.56121
57.88,6.20903,0.60642,0.09109,-0.15919,6.55057,0.59792,0.07965,0.45323,6.68035,0.59106,-0.06422,0.44463,6.71450,0.59270,0.06212,0.68468,6.37980,0.60203,0.11052,0.22337
57.92,6.05876,0.61027,0.07965,-0.40228,6.41395,0.60176,0.09452,0.24481,6.73499,0.58859,-0.04307,0.57564,6.63253,0.59682,0.08689,0.35451,6.25002,0.60642,0.11052,-0.30926
57.96,5.95630,0.61328,0.05564,-0.56254,6.28417,0.60560,0.10233,-0.03679,6.74182,0.58722,-0.01372,0.63042,6.50275,0.60066,0.08727,0.08178,6.10658,0.61219,0.07813,-0.66496
58.00,5.86750,0.61466,0.03087,-0.62407,6.09974,0.61027,0.09871,-0.44489,6.70767,0.58804,0.00743,0.68812,6.35248,0.60368,0.08670,-0.04446,5.99045,0.61274,0.04097,-0.63082
58.04,5.81286,0.61575,0.00534,-0.65517,5.97679,0.61520,0.05793,-0.64313,6.61204,0.58749,0.03621,0.82323,6.21587,0.60752,0.08499,-0.18222,5.91532,0.61438,0.02630,-0.51979
58.08,5.84701,0.61520,-0.02268,-0.64365,5.86750,0.61411,0.03144,-0.49399,6.48909,0.59023,0.07908,0.79901,6.07925,0.61081,0.07470,-0.36550,5.88116,0.61520,0.00515,-0.50259
58.12,5.89483,0.61383,-0.04783,-0.57961,5.76504,0.61658,0.02782,-0.51821,6.33882,0.59435,0.11090,0.46911,5.96313,0.61383,0.05526,-0.53620,5.88116,0.61493,-0.01524,-0.48406
58.16,5.97679,0.61136,-0.07146,-0.44410,5.75138,0.61767,-0.00267,-0.69434,6.18171,0.59956,0.12367,-0.06934,5.87433,0.61548,0.02858,-0.62672,5.92215,0.61383,-0.03544,-0.45919
58.20,6.12024,0.60780,-0.08575,-0.24137,5.79237,0.61630,-0.03392,-0.73602,6.03144,0.60478,0.11586,-0.77109,5.86067,0.61603,0.00286,-0.64948,5.99729,0.61136,-0.04249,-0.60197
58.24,6.26368,0.60423,-0.09147,-0.01667,5.82652,0.61493,-0.06498,-0.65914,5.90849,0.61191,0.04268,-0.97858,5.86750,0.61575,-0.02401,-0.63796,6.12024,0.61219,-0.08442,-0.67872
58.28,6.40712,0.60011,-0.08651,0.19717,5.97679,0.61136,-0.09699,-0.33387,5.81286,0.60670,0.00095,-0.35729,5.93581,0.61411,-0.04974,-0.58093,6.25002,0.60450,-0.12100,-0.21371
58.32,6.54373,0.59709,-0.07413,0.37211,6.11341,0.60560,-0.09318,0.01945,5.76504,0.60889,0.02744,0.01363,6.02461,0.61164,-0.07222,-0.47282,6.39346,0.60011,-0.10366,0.32103
58.36,6.67352,0.59408,-0.05698,0.53925,6.27051,0.60368,-0.08213,0.08946,5.76504,0.61054,0.02458,-0.14093,6.14756,0.60807,-0.08766,-0.33281,6.51641,0.59627,-0.08137,0.55499
58.40,6.73499,0.59216,-0.02992,0.66509,6.45494,0.59984,-0.08499,0.12783,5.81969,0.61081,0.02020,-0.46938,6.29783,0.60478,-0.10252,-0.09250,6.62570,0.59353,-0.05336,0.60779
58.44,6.76231,0.59161,-0.00038,0.69831,6.57789,0.59655,-0.07965,0.32514,5.90166,0.61301,-0.00972,-0.86610,6.44128,0.59929,-0.10119,0.27908,6.70084,0.59216,-0.03011,0.56809
58.48,6.76231,0.59216,0.02877,0.64762,6.70084,0.59298,-0.06193,0.59469,6.03144,0.61109,-0.06307,-0.89535,6.57789,0.59572,-0.07622,0.55698,6.72133,0.59133,-0.01067,0.58265
58.52,6.70084,0.59408,0.05317,0.53713,6.78964,0.59106,-0.02896,0.78167,6.18171,0.60697,-0.09471,-0.55962,6.69401,0.59325,-0.04916,0.65345,6.70767,0.59106,0.01391,0.64392
58.56,6.58472,0.59655,0.07279,0.38892,6.78281,0.59051,0.00800,0.76924,6.34565,0.60313,-0.11243,-0.05915,6.75548,0.59188,-0.02249,0.68229,6.66669,0.59216,0.04440,0.61917
58.60,6.44811,0.60011,0.08556,0.20352,6.76915,0.59188,0.03906,0.60131,6.48909,0.59709,-0.10195,0.47573,6.78964,0.59133,0.00610,0.67158,6.56423,0.59490,0.06822,0.47096
58.64,6.31832,0.60368,0.08956,0.00251,6.68035,0.59435,0.05507,0.45058,6.61204,0.59380,-0.06479,0.75574,6.77598,0.59243,0.03297,0.61084,6.44811,0.59792,0.08327,0.27273
58.68,6.16122,0.60752,0.08575,-0.20127,6.54373,0.59655,0.06479,0.49584,6.69401,0.59188,-0.02458,0.65570,6.69401,0.59408,0.05640,0.50616,6.31149,0.60176,0.09090,0.04512
58.72,6.01778,0.61081,0.07317,-0.39739,6.41395,0.59819,0.09909,0.44410,6.74182,0.59353,-0.01715,0.61560,6.60521,0.59709,0.07508,0.35332,6.18171,0.60560,0.08670,-0.17745
58.76,5.93581,0.61356,0.05393,-0.58053,6.25685,0.60533,0.11510,0.07225,6.73499,0.58941,0.01143,0.81582,6.46860,0.60039,0.08499,0.17997,6.03827,0.60889,0.07565,-0.37317
58.80,5.86067,0.61548,0.02534,-0.71260,6.06559,0.60889,0.09776,-0.20326,6.68718,0.59325,0.06288,0.70241,6.32516,0.60395,0.09070,-0.02686,5.95630,0.61191,0.05621,-0.54454
58.84,5.82652,0.61575,-0.00762,-0.72252,5.95630,0.61191,0.09776,-0.47030,6.57789,0.59627,0.07737,0.34922,6.18171,0.60807,0.08442,-0.26559,5.88800,0.61356,0.03106,-0.67025
58.88,5.86067,0.61466,-0.03582,-0.63452,5.83335,0.61767,0.07222,-0.92142,6.45494,0.59956,0.08384,0.08919,6.05193,0.61109,0.06746,-0.45455,5.86067,0.61466,-0.00019,-0.70664
58.92,5.94947,0.61274,-0.05945,-0.49941,5.75138,0.61960,0.00877,-1.00015,6.31149,0.60258,0.09051,-0.26347,5.94947,0.61356,0.04573,-0.57378,5.89483,0.61356,-0.03125,-0.59125
58.96,6.03827,0.60972,-0.07660,-0.33321,5.75821,0.61713,-0.02935,-0.60779,6.16122,0.60862,0.05983,-0.50352,5.88116,0.61493,0.01963,-0.62804,5.94947,0.61164,-0.05012,-0.38773
59.00,6.17488,0.60642,-0.08747,-0.13524,5.75821,0.61548,-0.02954,-0.39858,6.01778,0.60725,0.03068,-0.32844,5.85384,0.61520,-0.00819,-0.59350,6.03827,0.60944,-0.06212,-0.18222
59.04,6.33199,0.60231,-0.08727,0.06286,5.84701,0.61575,-0.04650,-0.49306,5.92898,0.60917,0.03964,-0.27260,5.90849,0.61383,-0.02725,-0.55618,6.17488,0.60642,-0.06631,0.01853
59.08,6.45494,0.59929,-0.08099,0.23052,5.98362,0.61246,-0.07660,-0.45006,5.84018,0.61164,0.02344,-0.52363,5.97679,0.61328,-0.05050,-0.54719,6.29783,0.60313,-0.05107,0.00476
59.12,6.57789,0.59572,-0.06993,0.41578,6.08608,0.60889,-0.09128,-0.22840,5.81969,0.61164,-0.00610,-0.71816,6.07925,0.60999,-0.07660,-0.40784,6.44811,0.60341,-0.05736,-0.16038
59.16,6.69401,0.59325,-0.04726,0.58159,6.25685,0.60450,-0.09185,-0.04129,5.82652,0.61109,-0.03906,-0.78776,6.21587,0.60642,-0.08575,-0.19214,6.57106,0.59956,-0.08232,0.08760
59.20,6.76231,0.59188,-0.02134,0.68613,6.40712,0.60148,-0.08747,0.03242,5.88800,0.60862,-0.07336,-0.71048,6.35248,0.60313,-0.09147,0.03176,6.67352,0.59490,-0.06326,0.60898
59.24,6.74865,0.59133,0.00991,0.71842,6.53007,0.59847,-0.09833,0.30092,5.98362,0.60505,-0.10195,-0.46024,6.48226,0.59874,-0.08556,0.30370,6.72133,0.59353,-0.02096,0.84228
59.28,6.73499,0.59270,0.04021,0.64114,6.65302,0.59216,-0.07508,0.79583,6.09974,0.59984,-0.11319,-0.11420,6.61887,0.59572,-0.06498,0.51688,6.74182,0.59325,0.02268,0.64101
59.32,6.65986,0.59490,0.06212,0.52151,6.72133,0.59106,-0.02020,0.96786,6.24319,0.59572,-0.11243,0.24944,6.69401,0.59353,-0.04135,0.65054,6.72133,0.59682,0.03354,0.32950
59.36,6.53007,0.59764,0.08251,0.36880,6.72133,0.59161,0.01563,0.81740,6.37980,0.58996,-0.09032,0.51728,6.74865,0.59216,-0.01086,0.71247,6.64619,0.59627,0.03449,0.31534
59.40,6.40029,0.60176,0.09452,0.14239,6.71450,0.59270,0.04173,0.67766,6.49592,0.58804,-0.05831,0.52125,6.76231,0.59270,0.01887,0.67740,6.53690,0.59847,0.05698,0.35200
59.44,6.27051,0.60560,0.09509,-0.11499,6.61204,0.59462,0.06974,0.52522,6.61204,0.58667,-0.05088,0.59231,6.72816,0.59380,0.04497,0.57564,6.41395,0.60121,0.07108,0.21464
59.48,6.12024,0.60972,0.08480,-0.35875,6.50275,0.59874,0.08689,0.31389,6.65302,0.58365,-0.03106,1.04514,6.63936,0.59627,0.06860,0.37807,6.27734,0.60450,0.07698,-0.00754
59.52,5.99045,0.61274,0.06403,-0.53726,6.38663,0.60203,0.09242,0.13802,6.68035,0.58173,0.03830,1.33190,6.53690,0.59984,0.07813,0.12227,6.13390,0.60780,0.06993,-0.23740
59.56,5.90849,0.61493,0.03945,-0.64537,6.21587,0.60588,0.09928,-0.07477,6.65986,0.58667,0.10938,0.87073,6.40029,0.60313,0.07298,-0.01694,6.01778,0.61027,0.05621,-0.42293
59.60,5.86067,0.61603,0.01067,-0.69579,6.09291,0.61054,0.09090,-0.37052,6.59838,0.59380,0.10900,0.31336,6.24319,0.60533,0.07279,-0.06961,5.92898,0.61246,0.03621,-0.58953
59.64,5.83335,0.61575,-0.01772,-0.69169,5.96996,0.61383,0.06555,-0.56293,6.50275,0.59462,0.11605,0.10375,6.11341,0.60889,0.07203,-0.21398,5.87433,0.61356,0.00667,-0.67780
59.68,5.90166,0.61466,-0.04650,-0.62619,5.87433,0.61575,0.03983,-0.62367,6.37980,0.60258,0.12539,-0.21438,6.00412,0.61164,0.05831,-0.41591,5.86067,0.61301,-0.02344,-0.62526
59.72,5.96996,0.61191,-0.07108,-0.47083,5.84018,0.61685,0.01467,-0.65728,6.25002,0.60642,0.09890,-0.47123,5.91532,0.61383,0.03640,-0.56823,5.89483,0.61136,-0.04592,-0.49346
59.76,6.09974,0.60862,-0.08594,-0.26096,5.82652,0.61658,-0.00476,-0.82534,6.10658,0.61054,0.07165,-0.40837,5.88800,0.61466,0.01010,-0.64524,5.96996,0.60917,-0.06288,-0.34498
59.80,6.22953,0.60478,-0.09223,-0.03586,5.86067,0.61795,-0.05393,-0.90951,5.99045,0.61081,0.06708,-0.35689,5.88800,0.61466,-0.01715,-0.65477,6.05193,0.60615,-0.07355,-0.18936
59.84,6.35931,0.60094,-0.08880,0.18632,5.96313,0.61191,-0.09585,-0.56889,5.88800,0.61603,0.06098,-0.65437,5.94947,0.61328,-0.04402,-0.60025,6.20903,0.60313,-0.07870,-0.01972
59.88,6.51641,0.59737,-0.07622,0.37463,6.06559,0.60862,-0.09852,-0.19797,5.84018,0.61795,0.00762,-0.81727,6.02461,0.61109,-0.06822,-0.45866,6.34565,0.59956,-0.07565,0.16131
59.92,6.61887,0.59462,-0.05698,0.51132,6.20220,0.60478,-0.11052,0.15443,5.82652,0.61520,-0.01867,-0.67925,6.14073,0.60752,-0.08365,-0.24071,6.47543,0.59682,-0.06460,0.31362
59.96,6.68718,0.59270,-0.03373,0.60012,6.35248,0.59819,-0.08594,0.49028,5.85384,0.61603,-0.03735,-0.69209,6.27734,0.60395,-0.08708,-0.02236,6.59155,0.59435,-0.05031,0.44556
60.00,6.76231,0.59188,-0.00838,0.65821,6.48226,0.59819,-0.06174,0.59178,5.92898,0.61328,-0.07508,-0.64339,6.42078,0.60039,-0.08384,0.16396,6.67352,0.59243,-0.02725,0.52191
60.04,6.70767,0.59188,0.02039,0.66456,6.59838,0.59380,-0.04707,0.79742,6.03144,0.60944,-0.09814,-0.38468,6.55740,0.59709,-0.07451,0.35544,6.72816,0.59216,-0.00438,0.51146
60.08,6.70767,0.59353,0.04821,0.57749,6.68035,0.59188,0.01677,0.66509,6.16122,0.60505,-0.11071,-0.00079,6.65302,0.59408,-0.05564,0.54639,6.71450,0.59243,0.01296,0.52085
60.12,6.61204,0.59600,0.06898,0.42174,6.69401,0.59792,0.02191,0.22165,6.30466,0.59956,-0.09566,0.32527,6.73499,0.59243,-0.02935,0.69182,6.68718,0.59325,0.02992,0.67012
60.16,6.46860,0.59929,0.08251,0.23952,6.68718,0.59462,0.00762,0.33347,6.44128,0.59737,-0.07698,0.44397,6.76231,0.59161,0.00114,0.77016,6.61204,0.59380,0.06936,0.71789
60.20,6.35248,0.60286,0.08785,0.05267,6.63936,0.59600,0.04288,0.56730,6.56423,0.59325,-0.05507,0.42306,6.74865,0.59216,0.03830,0.68521,6.50275,0.59902,0.10119,0.42068
60.24,6.18854,0.60642,0.08785,-0.16184,6.51641,0.59847,0.06993,0.47282,6.65986,0.59325,-0.03945,0.31905,6.69401,0.59517,0.06288,0.43550,6.37297,0.60258,0.11338,-0.11473
60.28,6.09291,0.61027,0.07660,-0.40572,6.42761,0.60231,0.08499,0.25341,6.70767,0.59078,-0.03792,0.39990,6.61204,0.59792,0.07012,0.23806,6.24319,0.60972,0.08670,-0.52548
60.32,5.95630,0.61301,0.05317,-0.58596,6.26368,0.60588,0.08365,0.10520,6.70767,0.58914,-0.01258,0.59430,6.47543,0.60066,0.07698,0.14120,6.09974,0.60972,0.05221,-0.49783
60.36,5.87433,0.61466,0.02515,-0.64749,6.10658,0.60807,0.09566,-0.10745,6.66669,0.58969,0.01620,0.63691,6.33199,0.60395,0.08384,0.00212,5.99729,0.61246,0.04650,-0.41935
60.40,5.88800,0.61493,-0.00152,-0.62513,5.98362,0.61411,0.09070,-0.61401,6.59838,0.59051,0.04326,0.54560,6.20220,0.60780,0.08041,-0.20366,5.92215,0.61411,0.02725,-0.49333
60.44,5.86067,0.61438,-0.02477,-0.58371,5.86067,0.61767,0.03602,-0.87113,6.47543,0.59325,0.06555,0.31667,6.07925,0.61081,0.06555,-0.37119,5.88800,0.61493,0.00457,-0.53633
60.48,5.92215,0.61301,-0.04821,-0.52482,5.78554,0.61603,-0.00133,-0.63889,6.33882,0.59682,0.06479,0.14967,5.97679,0.61301,0.04878,-0.48870,5.88800,0.61438,-0.01944,-0.52151
60.52,6.02461,0.61054,-0.07012,-0.38455,5.77871,0.61603,-0.00743,-0.51821,6.18854,0.59792,0.07146,0.08641,5.90166,0.61493,0.02611,-0.58225,5.94264,0.61274,-0.03144,-0.59721
60.56,6.12707,0.60697,-0.08137,-0.18526,5.78554,0.61658,-0.03316,-0.58411,6.05193,0.60203,0.08384,-0.21689,5.86067,0.61520,0.00038,-0.62169,6.02461,0.61301,-0.06612,-0.65874
60.60,6.29783,0.60368,-0.08289,-0.01879,5.85384,0.61356,-0.06174,-0.52045,5.92215,0.60642,0.05679,-0.53673,5.88800,0.61493,-0.02477,-0.62420,6.12707,0.60752,-0.10023,-0.35425
60.64,6.41395,0.60039,-0.08251,0.14503,5.96996,0.61081,-0.07584,-0.41446,5.83335,0.60697,0.02249,-0.45932,5.94947,0.61328,-0.05145,-0.56756,6.27051,0.60341,-0.09814,0.05134
60.68,6.55740,0.59682,-0.07375,0.35544,6.10658,0.60780,-0.09280,-0.29960,5.79237,0.60697,0.01220,-0.21292,6.05193,0.61054,-0.07108,-0.46276,6.38663,0.59956,-0.08880,0.30462
60.72,6.65302,0.59408,-0.05412,0.55605,6.28417,0.60368,-0.11052,0.04684,5.79237,0.60697,0.02191,-0.27988,6.18171,0.60780,-0.09204,-0.25990,6.51641,0.59600,-0.06936,0.43338
60.76,6.70767,0.59216,-0.02534,0.65808,6.44811,0.59737,-0.09261,0.45601,5.83335,0.61054,-0.00286,-0.50206,6.31832,0.60258,-0.09718,0.06524,6.61887,0.59408,-0.05069,0.46527
60.80,6.77598,0.59216,0.00229,0.65649,6.57106,0.59572,-0.05983,0.55618,5.92898,0.60725,-0.03868,-0.32805,6.45494,0.59929,-0.08346,0.31958,6.68718,0.59216,-0.03506,0.54983
60.84,6.70767,0.59243,0.02782,0.61573,6.69401,0.59353,-0.04402,0.54030,6.05193,0.60505,-0.02725,-0.17970,6.59155,0.59600,-0.06803,0.48221,6.70767,0.59078,-0.00838,0.65795
60.88,6.63936,0.59435,0.05278,0.52853,6.76915,0.59188,-0.02172,0.60594,6.18854,0.60615,-0.03678,-0.33440,6.68718,0.59353,-0.04383,0.59482,6.70084,0.59133,0.02191,0.65940
60.92,6.57106,0.59682,0.07241,0.37873,6.76231,0.59161,0.00438,0.66814,6.33199,0.60313,-0.06460,-0.26241,6.74865,0.59243,-0.01791,0.63598,6.63253,0.59270,0.04840,0.55327
60.96,6.42078,0.60039,0.08480,0.18063,6.76231,0.59216,0.03354,0.66919,6.46860,0.59984,-0.06879,0.05240,6.77598,0.59216,0.00781,0.64339,6.55057,0.59545,0.06803,0.38640
61.00,6.29783,0.60395,0.08689,-0.02594,6.65986,0.59408,0.06422,0.51648,6.59155,0.59709,-0.05793,0.33718,6.74865,0.59298,0.03449,0.60766,6.42761,0.59847,0.07851,0.22417
61.04,6.14073,0.60752,0.08232,-0.22509,6.55740,0.59792,0.08022,0.25487,6.67352,0.59490,-0.03640,0.48592,6.68035,0.59490,0.06003,0.47996,6.31149,0.60176,0.08594,0.05426
61.08,6.03827,0.61081,0.06898,-0.42015,6.42078,0.60148,0.07527,0.17256,6.70767,0.59408,-0.01296,0.48764,6.57106,0.59819,0.07527,0.28729,6.17488,0.60560,0.08499,-0.16647
61.12,5.94264,0.61328,0.04802,-0.58450,6.23636,0.60286,0.08918,0.17348,6.70767,0.59435,0.00229,0.49359,6.44811,0.60121,0.08175,0.10944,6.04510,0.60889,0.07375,-0.40652
61.16,5.84018,0.61493,0.01982,-0.67713,6.08608,0.60834,0.10500,-0.14001,6.65302,0.59435,0.01715,0.66986,6.29783,0.60478,0.08442,-0.07966,5.95630,0.61191,0.05107,-0.59853
61.20,5.88116,0.61493,-0.01029,-0.66059,5.95630,0.61328,0.07908,-0.48195,6.55740,0.59435,0.06003,0.72080,6.16122,0.60834,0.07622,-0.28133,5.89483,0.61328,0.02039,-0.64537
61.24,5.87433,0.61383,-0.03449,-0.58860,5.82652,0.61466,0.04993,-0.51569,6.44811,0.59956,0.09261,0.35412,6.05193,0.61109,0.06117,-0.45522,5.87433,0.61328,-0.00495,-0.56823
61.28,5.94947,0.61219,-0.05755,-0.48936,5.79237,0.61575,0.04554,-0.68415,6.29783,0.60313,0.09185,-0.12293,5.95630,0.61356,0.03735,-0.55698,5.90849,0.61274,-0.02592,-0.44900
61.32,6.07242,0.60917,-0.07679,-0.31151,5.77187,0.61987,0.00781,-1.04356,6.16122,0.60725,0.07718,-0.46554,5.90166,0.61411,0.01258,-0.55499,5.96996,0.61109,-0.04116,-0.33228
61.36,6.18854,0.60560,-0.08442,-0.08972,5.77871,0.61795,-0.06003,-0.90302,6.04510,0.60999,0.04573,-0.56995,5.90166,0.61438,-0.00838,-0.51781,6.07925,0.60917,-0.05107,-0.26493
61.40,6.33199,0.60203,-0.08175,0.08879,5.87433,0.61301,-0.08384,-0.33162,5.92898,0.61054,0.02191,-0.44357,5.92898,0.61328,-0.02649,-0.52204,6.19537,0.60670,-0.05526,-0.32686
61.44,6.46860,0.59902,-0.07527,0.22430,5.97679,0.60972,-0.07222,-0.03070,5.86067,0.61081,0.01677,-0.44304,5.99729,0.61246,-0.04840,-0.54705,6.32516,0.60588,-0.08080,-0.27763
61.48,6.58472,0.59600,-0.06593,0.39606,6.11341,0.60807,-0.07222,-0.04023,5.84018,0.61274,-0.00553,-0.61362,6.09974,0.60972,-0.07565,-0.43656,6.45494,0.59984,-0.09490,0.16502
61.52,6.68035,0.59325,-0.04459,0.57961,6.27734,0.60450,-0.08213,0.04288,5.86067,0.61081,-0.03811,-0.67515,6.22953,0.60588,-0.08956,-0.16965,6.57789,0.59655,-0.06784,0.61983
61.56,6.70767,0.59216,-0.01563,0.66840,6.40029,0.60066,-0.07470,0.22324,5.90166,0.60917,-0.06231,-0.65239,6.37297,0.60203,-0.08918,0.11579,6.65302,0.59435,-0.03392,0.78591
61.60,6.74865,0.59216,0.01143,0.67965,6.53690,0.59792,-0.05621,0.26082,6.00412,0.60615,-0.09128,-0.56148,6.50275,0.59847,-0.07851,0.35901,6.70767,0.59353,0.00591,0.64868
61.64,6.71450,0.59298,0.04002,0.63558,6.64619,0.59682,-0.04783,0.21398,6.12024,0.60176,-0.11510,-0.27048,6.61204,0.59545,-0.05869,0.54216,6.73499,0.59545,0.02839,0.27525
61.68,6.59838,0.59545,0.06517,0.50881,6.67352,0.59517,-0.05717,0.52998,6.25685,0.59600,-0.11548,0.10983,6.69401,0.59353,-0.03201,0.63823,6.69401,0.59737,0.01734,0.14212
61.72,6.52324,0.59847,0.08270,0.32117,6.69401,0.58969,-0.01334,0.98917,6.37980,0.59243,-0.10690,0.50828,6.74865,0.59298,-0.00572,0.66655,6.62570,0.59600,0.02287,0.37741
61.76,6.37980,0.60231,0.09204,0.09356,6.65302,0.59325,0.05050,0.84149,6.49592,0.58667,-0.07603,0.87536,6.74865,0.59298,0.02230,0.63863,6.51641,0.59792,0.05526,0.46051
61.80,6.26368,0.60615,0.09109,-0.15416,6.57106,0.59655,0.05793,0.54785,6.59155,0.58530,-0.02363,0.90765,6.69401,0.59462,0.05069,0.47996,6.38663,0.60121,0.07241,0.24984
61.84,6.10658,0.60999,0.07889,-0.37674,6.48909,0.59682,0.08194,0.45455,6.63936,0.58557,0.01124,0.62751,6.61887,0.59764,0.06441,0.24402,6.25002,0.60423,0.07603,-0.02580
61.88,6.00412,0.61274,0.05812,-0.52562,6.34565,0.60286,0.10519,0.15324,6.65986,0.58776,0.01582,0.55473,6.51641,0.60039,0.06403,0.13551,6.12024,0.60752,0.06955,-0.29404
61.92,5.92898,0.61466,0.03525,-0.62182,6.20220,0.60697,0.09318,-0.12717,6.63936,0.58584,0.03792,0.83447,6.37980,0.60231,0.07089,0.11619,6.00412,0.61027,0.05012,-0.48618
61.96,5.86750,0.61575,0.00724,-0.67594,6.09974,0.60972,0.08785,-0.28345,6.56423,0.58886,0.09985,0.76130,6.23636,0.60588,0.07984,-0.03904,5.92898,0.61164,0.02687,-0.57206
62.00,5.90166,0.61520,-0.02058,-0.67330,5.96996,0.61383,0.08022,-0.60382,6.46860,0.59627,0.11224,0.36603,6.12024,0.60944,0.07165,-0.28544,5.87433,0.61246,0.00172,-0.57947
62.04,5.92215,0.61411,-0.04802,-0.61586,5.88800,0.61795,0.03602,-0.82217,6.35931,0.59792,0.11872,0.11314,6.02461,0.61191,0.05393,-0.47295,5.87433,0.61164,-0.02058,-0.54097
62.08,5.98362,0.61136,-0.07355,-0.45627,5.86067,0.61630,-0.00210,-0.69526,6.21587,0.60505,0.12996,-0.31627,5.92215,0.61383,0.03163,-0.59549,5.90849,0.61081,-0.04173,-0.48036
62.12,6.12024,0.60780,-0.08766,-0.21265,5.84701,0.61630,-0.01201,-0.68534,6.09974,0.61027,0.09699,-0.74290,5.90166,0.61466,0.00400,-0.64074,5.99045,0.60834,-0.06231,-0.33771
62.16,6.22953,0.60395,-0.09013,0.03308,5.90166,0.61685,-0.05031,-0.77215,6.00412,0.61356,0.04993,-0.70426,5.91532,0.61411,-0.02249,-0.60462,6.09974,0.60533,-0.07032,-0.15324
62.20,6.37980,0.60039,-0.08442,0.25751,5.99045,0.61246,-0.08956,-0.53104,5.92215,0.61301,0.02687,-0.36761,5.95630,0.61274,-0.04592,-0.51754,6.22270,0.60258,-0.07317,0.00662
62.24,6.50958,0.59682,-0.06841,0.43682,6.08608,0.60807,-0.09604,-0.19426,5.86067,0.61411,0.03830,-0.39673,6.04510,0.61027,-0.06441,-0.40083,6.36614,0.59929,-0.06955,0.15681
62.28,6.62570,0.59462,-0.04497,0.50775,6.24319,0.60478,-0.09604,-0.01456,5.85384,0.61795,0.01067,-0.77201,6.18171,0.60752,-0.07927,-0.24455,6.48226,0.59682,-0.06003,0.28438
62.32,6.69401,0.59353,-0.02630,0.53395,6.36614,0.60094,-0.10309,0.26850,5.88800,0.61575,-0.03582,-0.89707,6.28417,0.60368,-0.08651,-0.02964,6.58472,0.59435,-0.04592,0.38323
62.36,6.70767,0.59243,-0.00515,0.60290,6.48226,0.59490,-0.07508,0.56346,5.94947,0.61438,-0.07127,-0.74674,6.42761,0.60011,-0.08099,0.17441,6.66669,0.59298,-0.02801,0.45799
62.40,6.72133,0.59270,0.02420,0.61309,6.61204,0.59545,-0.05126,0.69765,6.05193,0.60999,-0.10023,-0.41830,6.56423,0.59709,-0.07051,0.33625,6.70767,0.59216,-0.00896,0.53819
62.44,6.67352,0.59462,0.04821,0.51926,6.65302,0.59078,-0.02592,0.90196,6.18171,0.60588,-0.11186,0.06259,6.65986,0.59435,-0.05488,0.51238,6.71450,0.59243,0.00877,0.74595
62.48,6.55740,0.59682,0.06574,0.40056,6.69401,0.59133,0.03849,0.71458,6.31832,0.59956,-0.08975,0.40295,6.72816,0.59243,-0.03049,0.69248,6.65986,0.59188,0.05088,0.88820
62.52,6.46860,0.59984,0.08156,0.23489,6.68035,0.59682,0.04135,0.32143,6.44811,0.59874,-0.06460,0.39831,6.75548,0.59161,0.00191,0.80655,6.58472,0.59627,0.09356,0.65636
