T,M2 F1,M2 P1,M2 V1,M2 A1,M2 F2,M2 P2,M2 V2,M2 A2,M2 F3,M2 P3,M2 V3,M2 A3,M2 F4,M2 P4,M2 V4,M2 A4,M2 F5,M2 P5,M2 V5,M2 A5
32.04,3.90028,0.66844,-0.00133,-0.79689,4.43990,0.65746,0.03220,0.37026,4.54919,0.65197,0.05526,0.65874,4.46723,0.65444,0.04154,0.52337,4.61750,0.65005,-0.02820,0.74542
32.08,3.92761,0.66789,-0.01505,-0.70109,4.32378,0.65829,0.04821,0.30396,4.43990,0.65472,0.07698,0.44794,4.38526,0.65691,0.05431,0.22046,4.63799,0.65033,0.00152,0.74065
32.12,3.98908,0.66816,-0.04573,-0.77122,4.18034,0.66130,0.06288,0.06749,4.31012,0.65829,0.09204,0.18341,4.28280,0.65911,0.05621,-0.01588,4.59018,0.65033,0.02935,0.71749
32.16,4.12569,0.66542,-0.09413,-0.46554,4.07788,0.66405,0.05774,-0.27207,4.18034,0.66213,0.09928,-0.25249,4.17351,0.66158,0.05164,-0.20723,4.50138,0.65225,0.06250,0.57921
32.20,4.26914,0.65856,-0.09814,0.14689,3.98225,0.66652,0.03678,-0.50775,4.05056,0.66734,0.07737,-0.76606,4.08471,0.66350,0.03906,-0.37013,4.39209,0.65582,0.08270,0.28517
32.24,4.39209,0.65582,-0.06193,0.35200,3.94810,0.66707,0.01086,-0.57286,3.96176,0.66981,0.02268,-0.91705,4.03007,0.66487,0.02115,-0.49769,4.22132,0.65966,0.08404,0.00225
32.28,4.53553,0.65554,-0.05945,0.31534,3.95493,0.66734,-0.01258,-0.53554,3.92078,0.66816,-0.01334,-0.67224,3.99591,0.66542,-0.00305,-0.55327,4.07788,0.66268,0.07813,-0.19810
32.32,4.59701,0.65088,-0.05221,0.56029,3.99591,0.66597,-0.03468,-0.43590,3.92761,0.66734,-0.02058,-0.59575,4.02324,0.66460,-0.02649,-0.50815,3.99591,0.66569,0.07203,-0.47639
32.36,4.63116,0.64978,-0.01277,0.77969,4.09837,0.66377,-0.04059,-0.44900,4.00957,0.66789,-0.05259,-0.66046,4.07788,0.66322,-0.04707,-0.36550,3.92078,0.66926,0.04516,-0.84625
32.40,4.59701,0.65060,0.01639,0.87087,4.22132,0.66405,-0.07146,-0.40586,4.11886,0.66350,-0.08956,-0.37899,4.16668,0.66048,-0.05793,-0.15628,3.92761,0.67008,-0.00210,-1.03720
32.44,4.50138,0.65088,0.05355,0.93743,4.33744,0.65774,-0.09185,0.05306,4.24865,0.65911,-0.09051,0.08734,4.25548,0.65829,-0.05926,0.05399,3.98225,0.66899,-0.04821,-0.92261
32.48,4.39209,0.65390,0.10442,0.63823,4.46723,0.65472,-0.06689,0.51821,4.38526,0.65582,-0.07603,0.43021,4.36477,0.65554,-0.05355,0.25897,4.05739,0.66624,-0.08842,-0.48658
32.52,4.24865,0.66021,0.12786,-0.16515,4.54236,0.65252,-0.03906,0.73033,4.50821,0.65280,-0.05145,0.63717,4.46723,0.65362,-0.03716,0.42385,4.20766,0.66048,-0.09375,0.08932
32.56,4.09837,0.66707,0.08346,-0.78366,4.58335,0.65143,-0.00400,0.78472,4.58335,0.65143,-0.02001,0.68798,4.50821,0.65252,-0.01791,0.53673,4.34427,0.65719,-0.06288,0.27498
32.60,3.98225,0.66679,0.03621,-0.74793,4.58335,0.65225,0.02820,0.68626,4.61750,0.65143,0.00667,0.64140,4.52870,0.65197,0.00686,0.61137,4.46039,0.65719,-0.06326,0.26612
32.64,3.91395,0.66844,0.01925,-0.57405,4.49455,0.65390,0.05412,0.48949,4.59018,0.65197,0.03220,0.55288,4.50821,0.65307,0.03335,0.60065,4.57652,0.65197,-0.05812,0.57736
32.68,3.90028,0.66816,0.00553,-0.69156,4.41941,0.65691,0.06974,0.22284,4.50138,0.65417,0.05240,0.41856,4.43307,0.65472,0.05679,0.49055,4.61067,0.65088,-0.01753,0.90395
32.72,3.94127,0.66981,-0.02763,-0.96376,4.30329,0.65993,0.07184,-0.04142,4.39209,0.65636,0.06612,0.27406,4.35794,0.65719,0.08365,0.11817,4.61067,0.65088,0.02325,1.00227
32.76,4.03007,0.66734,-0.08937,-0.82349,4.15985,0.66295,0.06441,-0.24388,4.24865,0.65966,0.07470,0.11261,4.24865,0.66295,0.07375,-0.39580,4.55602,0.65252,0.06765,0.88516
32.80,4.16668,0.66103,-0.11376,-0.20432,4.05739,0.66542,0.04878,-0.35875,4.11203,0.66268,0.07336,-0.03401,4.14619,0.66432,0.03506,-0.52072,4.43307,0.65582,0.11376,0.29682
32.84,4.31012,0.65664,-0.09852,0.30211,4.00274,0.66679,0.03259,-0.41234,4.02324,0.66515,0.07718,-0.31905,4.07788,0.66460,0.01925,-0.33916,4.31695,0.66432,0.09776,-0.41896
32.88,4.43990,0.65335,-0.07927,0.57180,3.94810,0.66762,0.02191,-0.58265,3.95493,0.66981,0.05488,-0.76606,4.00957,0.66542,0.01334,-0.24733,4.18717,0.66460,0.05602,-0.59681
32.92,4.56968,0.65005,-0.05145,0.75600,3.98225,0.66954,-0.01067,-0.78895,3.92078,0.67008,0.01486,-1.14201,4.02324,0.66569,0.00838,-0.35345,4.03007,0.66734,0.04059,-0.51225
32.96,4.63116,0.64896,-0.01677,0.85790,4.04373,0.66734,-0.05488,-0.66946,3.96176,0.67201,-0.04745,-1.19428,4.04373,0.66679,-0.01315,-0.50656,3.96176,0.66816,0.02077,-0.50987
33.00,4.63116,0.64868,0.01944,0.88079,4.12569,0.66405,-0.07432,-0.29616,4.03007,0.66624,-0.10519,-0.64974,4.10520,0.66487,-0.04002,-0.47136,3.91395,0.66899,0.00172,-0.57101
33.04,4.59018,0.65033,0.05850,0.77016,4.26914,0.66076,-0.07546,0.03454,4.15985,0.66103,-0.10309,0.01641,4.21449,0.66322,-0.05774,-0.26506,3.91395,0.66816,-0.01848,-0.75852
33.08,4.48772,0.65390,0.08556,0.51318,4.37843,0.65774,-0.06650,0.24666,4.27597,0.65774,-0.08823,0.35531,4.30329,0.65966,-0.06136,-0.02938,4.00274,0.66871,-0.06307,-0.80986
33.12,4.34427,0.65746,0.10061,0.18367,4.48089,0.65527,-0.05183,0.36285,4.42624,0.65417,-0.07070,0.56082,4.41258,0.65801,-0.05488,0.11539,4.11203,0.66295,-0.10195,-0.42068
33.16,4.21449,0.66185,0.11033,-0.35332,4.53553,0.65390,-0.04040,0.52747,4.53553,0.65170,-0.04440,0.74224,4.48089,0.65582,-0.05602,0.33572,4.25548,0.65883,-0.10042,0.09184
33.20,4.06422,0.66844,0.07051,-0.81357,4.54919,0.65143,-0.01410,0.75812,4.59701,0.65033,-0.00972,0.86782,4.51504,0.65252,-0.03316,0.63863,4.41258,0.65472,-0.08785,0.47718
33.24,3.96859,0.66762,0.02496,-0.80179,4.53553,0.65197,0.02916,0.77082,4.59701,0.65088,0.02782,0.88185,4.52870,0.65252,0.00438,0.71524,4.50821,0.65143,-0.05983,0.75786
33.28,3.91395,0.66926,0.00248,-0.64815,4.46723,0.65444,0.05755,0.53978,4.56285,0.65225,0.06879,0.66880,4.47406,0.65335,0.03297,0.56227,4.60384,0.64950,-0.02287,0.88145
33.32,3.90028,0.66816,-0.02325,-0.54811,4.35111,0.65719,0.07108,0.29417,4.47406,0.65691,0.09299,0.19744,4.41258,0.65554,0.05107,0.32831,4.62433,0.64923,0.02153,0.75349
33.36,3.98908,0.66707,-0.04097,-0.48234,4.25548,0.66021,0.07889,0.05836,4.35111,0.66130,0.08041,-0.17335,4.32378,0.65774,0.05869,0.08959,4.59018,0.65252,0.03868,0.58146
33.40,4.07788,0.66460,-0.05469,-0.55393,4.13253,0.66350,0.08061,-0.28504,4.22132,0.66350,0.06174,-0.17573,4.22815,0.66048,0.05793,-0.13868,4.53553,0.65225,0.05698,0.60607
33.44,4.20083,0.66377,-0.08880,-0.50312,4.03007,0.66734,0.06307,-0.74290,4.09837,0.66487,0.06822,-0.20789,4.11203,0.66268,0.04745,-0.34935,4.40575,0.65609,0.09280,0.46355
33.48,4.35794,0.65719,-0.11281,-0.03176,3.98225,0.67008,0.01086,-0.93875,3.98908,0.66954,0.06117,-0.57577,4.05056,0.66460,0.02820,-0.50166,4.26231,0.66021,0.11148,-0.06894
33.52,4.48772,0.65307,-0.09604,0.57445,3.96176,0.66762,-0.02992,-0.70863,3.94810,0.67118,0.02096,-0.92102,4.00957,0.66515,0.00305,-0.54229,4.13936,0.66652,0.09299,-0.70982
33.56,4.56285,0.64896,-0.05945,1.01166,3.98908,0.66652,-0.04459,-0.45191,3.93444,0.67118,-0.02287,-1.00095,4.01640,0.66460,-0.01753,-0.50537,3.99591,0.66926,0.03563,-0.90474
33.60,4.61067,0.64786,-0.00724,1.19362,4.09154,0.66432,-0.06041,-0.28901,3.98908,0.66954,-0.06955,-0.77784,4.05739,0.66377,-0.03773,-0.43193,3.93444,0.66816,0.00172,-0.63108
33.64,4.60384,0.64813,0.04764,1.04184,4.18034,0.66158,-0.07032,-0.07781,4.07788,0.66487,-0.09490,-0.29973,4.13253,0.66158,-0.05583,-0.25566,3.92078,0.66844,-0.00934,-0.42200
33.68,4.52870,0.65225,0.08747,0.60369,4.30329,0.65829,-0.06974,0.20551,4.20766,0.66076,-0.09032,0.11685,4.21449,0.65883,-0.06117,0.00185,3.94810,0.66789,-0.02611,-0.34723
33.72,4.42624,0.65664,0.09166,0.21160,4.43990,0.65554,-0.05431,0.49862,4.33744,0.65746,-0.07679,0.33188,4.32378,0.65636,-0.05640,0.28795,4.05056,0.66597,-0.03525,-0.33308
33.76,4.28963,0.65911,0.09852,-0.07847,4.50138,0.65362,-0.02877,0.73337,4.45356,0.65472,-0.06193,0.47401,4.41258,0.65390,-0.03754,0.54494,4.17351,0.66542,-0.05164,-0.32262
33.80,4.14619,0.66460,0.09642,-0.56836,4.56285,0.65252,0.01239,0.76222,4.54236,0.65225,-0.04040,0.62447,4.48089,0.65307,-0.01029,0.69844,4.28963,0.66213,-0.07108,-0.07688
33.84,4.04373,0.66871,0.05164,-0.97673,4.56968,0.65527,0.04078,0.56386,4.59701,0.65115,-0.01067,0.74264,4.51504,0.65252,0.02763,0.61467,4.43307,0.65856,-0.06288,0.28438
33.88,3.96176,0.66899,-0.00076,-0.93822,4.51504,0.65636,0.05393,0.38879,4.58335,0.65143,0.02115,0.79014,4.50138,0.65609,0.04745,0.32408,4.53553,0.65664,-0.04116,0.47983
33.92,3.92761,0.66762,-0.03182,-0.66496,4.45356,0.65883,0.07718,0.09660,4.52870,0.65280,0.05374,0.75071,4.46723,0.65719,0.04650,0.16369,4.58335,0.65527,-0.01791,0.50577
33.96,3.94127,0.66597,-0.04916,-0.45257,4.33061,0.66405,0.06593,-0.26003,4.43307,0.65527,0.09166,0.43841,4.37843,0.65911,0.05698,0.08046,4.61067,0.65527,0.00381,0.42544
34.00,4.02324,0.66377,-0.06460,-0.31111,4.21449,0.66460,0.04288,-0.31825,4.30329,0.66130,0.10004,-0.13815,4.28963,0.66213,0.05755,-0.08747,4.56968,0.65636,0.00991,0.47308
34.04,4.13253,0.66076,-0.07679,-0.11698,4.11203,0.66652,0.03716,-0.28557,4.16668,0.66460,0.07394,-0.57008,4.19400,0.66405,0.04993,-0.25553,4.48089,0.65527,0.03411,0.64604
34.08,4.26914,0.65719,-0.07698,0.14768,4.00957,0.66789,0.02534,-0.34922,4.07788,0.66707,0.04554,-0.76183,4.10520,0.66624,0.03659,-0.40586,4.35794,0.65829,0.07355,0.50603
34.12,4.39892,0.65417,-0.06460,0.40731,3.96859,0.66871,0.01010,-0.45204,3.97542,0.66871,0.00629,-0.74568,4.04373,0.66734,0.01467,-0.47798,4.21449,0.66185,0.09299,-0.06762
34.16,4.52187,0.65170,-0.04249,0.62076,3.97542,0.66871,-0.00877,-0.60448,3.93444,0.66707,-0.02058,-0.55751,4.01640,0.66734,-0.00591,-0.45297,4.09837,0.66734,0.07203,-0.72755
34.20,4.59701,0.65060,-0.01258,0.74595,4.00957,0.66844,-0.03849,-0.71247,3.96176,0.66652,-0.03468,-0.42875,4.03007,0.66652,-0.01982,-0.45905,3.98908,0.66899,0.01620,-0.94868
34.24,4.61750,0.65060,0.01887,0.77479,4.09837,0.66597,-0.07413,-0.58503,4.01640,0.66460,-0.05278,-0.32990,4.09837,0.66597,-0.03906,-0.51582,3.93444,0.66762,-0.02001,-0.75230
34.28,4.60384,0.65143,0.06136,0.53236,4.21449,0.66213,-0.09756,-0.15350,4.13253,0.66213,-0.06517,-0.12929,4.16668,0.66377,-0.06498,-0.44939,3.95493,0.66679,-0.04173,-0.53978
34.32,4.49455,0.65719,0.06708,0.18142,4.32378,0.65691,-0.08937,0.35438,4.24182,0.65911,-0.06765,0.17216,4.26914,0.66076,-0.08708,-0.09554,3.98908,0.66432,-0.06003,-0.37304
34.36,4.39209,0.65746,0.05698,0.24309,4.43990,0.65417,-0.05888,0.62566,4.37160,0.65609,-0.05317,0.48261,4.35794,0.65554,-0.07813,0.38574,4.07788,0.66185,-0.07279,-0.18341
34.40,4.26231,0.66021,0.08156,0.37198,4.50821,0.65252,-0.03144,0.68507,4.47406,0.65390,-0.01753,0.51093,4.43307,0.65362,-0.04592,0.63267,4.22132,0.65829,-0.07813,0.08085
34.44,4.12569,0.66405,0.10004,0.13908,4.54919,0.65170,-0.00438,0.70307,4.56285,0.65554,-0.00057,0.27207,4.48772,0.65225,-0.01848,0.64180,4.32378,0.65499,-0.06708,0.35610
34.48,4.01640,0.66762,0.12253,-0.75137,4.54919,0.65197,0.02592,0.66694,4.58335,0.65472,-0.00267,0.18195,4.51504,0.65225,0.00648,0.57696,4.46039,0.65252,-0.04516,0.52522
34.52,3.94810,0.67832,0.04307,-1.65823,4.48089,0.65390,0.05259,0.52654,4.56968,0.65499,0.00229,0.35319,4.48772,0.65280,0.02858,0.46832,4.56968,0.65143,-0.02134,0.59178
34.56,3.92761,0.67201,-0.05964,-1.41871,4.41258,0.65636,0.07241,0.26625,4.50821,0.65417,0.02401,0.55962,4.42624,0.65472,0.04535,0.31971,4.59701,0.65088,0.00172,0.63466
34.60,3.95493,0.67008,-0.08861,-0.66787,4.29646,0.66021,0.07718,-0.07331,4.39209,0.65636,0.05850,0.48989,4.34427,0.65664,0.05526,0.13776,4.59701,0.65115,0.03239,0.59813
34.64,4.03690,0.66460,-0.10080,-0.09951,4.16668,0.66322,0.06365,-0.34260,4.27597,0.65966,0.07375,0.14570,4.24865,0.65938,0.05736,-0.06908,4.53553,0.65390,0.05374,0.46316
34.68,4.14619,0.66130,-0.08785,0.24031,4.07788,0.66542,0.04459,-0.48340,4.14619,0.66295,0.07012,-0.23131,4.15302,0.66158,0.04916,-0.25699,4.41941,0.65582,0.06650,0.36576
34.72,4.28963,0.65774,-0.07603,0.38773,4.01640,0.66679,0.02325,-0.56068,4.05056,0.66569,0.05164,-0.52244,4.07788,0.66350,0.03506,-0.39117,4.31012,0.65883,0.08442,0.21107
34.76,4.41258,0.65499,-0.05793,0.51463,3.96176,0.66734,0.00000,-0.61229,3.96859,0.66734,0.02458,-0.69129,4.03690,0.66460,0.01486,-0.43523,4.18034,0.66295,0.09051,-0.10745
34.80,4.50821,0.65252,-0.02858,0.50246,4.00957,0.66707,-0.02858,-0.57458,3.94810,0.66789,-0.00838,-0.71564,4.02324,0.66460,-0.00286,-0.38932,4.05739,0.66679,0.07794,-0.47427
34.84,4.57652,0.65362,-0.01620,0.45879,4.06422,0.66487,-0.05221,-0.36880,3.96859,0.66652,-0.03754,-0.59694,4.05056,0.66432,-0.01867,-0.28345,4.00274,0.66981,0.04764,-0.72001
34.88,4.58335,0.65115,-0.00172,0.59707,4.13936,0.66240,-0.06117,-0.07755,4.05056,0.66460,-0.05850,-0.39501,4.09837,0.66268,-0.02458,-0.19479,3.94127,0.67063,0.01391,-0.78340
34.92,4.54919,0.65225,0.03716,0.60171,4.25548,0.65966,-0.05964,0.22589,4.15302,0.66158,-0.07089,-0.12942,4.20083,0.66240,-0.03068,-0.17600,3.95493,0.67091,-0.01906,-0.71485
34.96,4.45356,0.65499,0.05755,0.35478,4.35794,0.65664,-0.03563,0.35650,4.26914,0.65856,-0.07051,0.17362,4.28963,0.66048,-0.04097,-0.09700,4.03690,0.66899,-0.04745,-0.53435
35.00,4.35111,0.65746,0.06326,0.11870,4.46723,0.65746,-0.02363,0.32606,4.39209,0.65554,-0.05774,0.45839,4.39209,0.65883,-0.04326,0.09581,4.10520,0.66652,-0.06117,-0.36192
35.04,4.22132,0.65993,0.06612,-0.10851,4.53553,0.65527,-0.01887,0.45985,4.49455,0.65307,-0.02611,0.54824,4.46723,0.65664,-0.03506,0.33215,4.24182,0.66405,-0.07279,-0.25063
35.08,4.10520,0.66322,0.05621,-0.35041,4.54236,0.65472,0.01010,0.61825,4.56285,0.65390,-0.00305,0.39778,4.50821,0.65554,-0.01372,0.49558,4.36477,0.66076,-0.08270,-0.07662
35.12,4.02324,0.66487,0.03487,-0.50855,4.53553,0.65554,0.04821,0.40877,4.59018,0.65390,-0.00152,0.38336,4.51504,0.65554,0.00934,0.52945,4.46723,0.65746,-0.08823,0.31137
35.16,3.96176,0.66597,0.01239,-0.57934,4.48089,0.66048,0.04745,0.09343,4.55602,0.65280,0.01944,0.52800,4.48089,0.65636,0.03087,0.48009,4.55602,0.65252,-0.06384,0.80999
35.20,3.96176,0.66597,-0.01315,-0.58199,4.35794,0.65966,0.03773,0.12664,4.47406,0.65499,0.04954,0.48036,4.41258,0.65801,0.05069,0.33824,4.57652,0.65115,-0.01086,0.99909
35.24,4.01640,0.66487,-0.03678,-0.49531,4.25548,0.66185,0.05907,0.12333,4.37160,0.65746,0.06498,0.25143,4.33061,0.66076,0.06060,0.12571,4.54919,0.65225,0.03163,0.78644
35.28,4.09837,0.66295,-0.05698,-0.28610,4.15302,0.66515,0.06307,-0.20882,4.23498,0.66048,0.07051,-0.03282,4.22815,0.66322,0.06117,-0.11632,4.50138,0.65444,0.05431,0.45230
35.32,4.20083,0.65993,-0.06384,0.01125,4.05739,0.66789,0.04326,-0.57378,4.11203,0.66350,0.06269,-0.32328,4.13936,0.66597,0.05031,-0.35729,4.38526,0.65664,0.06917,0.08059
35.36,4.35111,0.65719,-0.05526,0.26559,3.98908,0.66899,0.01029,-0.76580,4.03007,0.66597,0.04211,-0.53753,4.07105,0.66707,0.03773,-0.67700,4.26914,0.66103,0.05869,-0.21729
35.40,4.44673,0.65472,-0.02973,0.25765,3.96859,0.66899,-0.02858,-0.67793,3.97542,0.66707,0.01505,-0.62711,4.02324,0.67036,-0.00515,-0.90951,4.15985,0.66158,0.04097,-0.26784
35.44,4.53553,0.65636,-0.03354,0.24560,3.99591,0.66597,-0.05050,-0.41128,3.96859,0.66707,-0.01067,-0.62949,4.03690,0.66707,-0.05564,-0.65781,4.04373,0.66350,0.03773,-0.30912
35.48,4.58335,0.65197,-0.03163,0.66377,4.07788,0.66432,-0.05640,-0.22761,4.00957,0.66624,-0.03678,-0.56611,4.07105,0.66405,-0.06479,-0.21901,3.98908,0.66515,0.02230,-0.45813
35.52,4.57652,0.65143,0.02191,0.97382,4.15985,0.66185,-0.06708,-0.07477,4.08471,0.66405,-0.05907,-0.40718,4.13936,0.66158,-0.06288,0.01958,3.96176,0.66569,-0.00210,-0.52972
35.56,4.52870,0.65362,0.07546,0.61997,4.28963,0.65856,-0.06650,0.15522,4.20083,0.66130,-0.07375,-0.14106,4.22815,0.65911,-0.05831,0.12889,3.97542,0.66487,-0.02553,-0.45826
35.60,4.43307,0.65938,0.08594,-0.07583,4.39209,0.65609,-0.05450,0.37410,4.31012,0.65746,-0.07108,0.14834,4.31695,0.65691,-0.05297,0.21848,4.05739,0.66350,-0.04307,-0.26704
35.64,4.31695,0.66240,0.05031,-0.37688,4.48772,0.65390,-0.03335,0.51119,4.43990,0.65527,-0.05736,0.34512,4.41258,0.65472,-0.04326,0.35478,4.15985,0.66103,-0.04897,-0.04499
35.68,4.19400,0.66213,0.03716,-0.23978,4.54919,0.65335,-0.00934,0.53448,4.52187,0.65307,-0.04402,0.53673,4.47406,0.65307,-0.02382,0.46977,4.27597,0.65883,-0.03964,0.01839
35.72,4.07105,0.66460,0.03983,-0.23250,4.54919,0.65335,0.01067,0.51000,4.56968,0.65115,-0.01582,0.72199,4.49455,0.65280,-0.00286,0.50934,4.41258,0.65829,-0.03868,-0.07477
35.76,3.96859,0.66624,0.02515,-0.35703,4.50821,0.65417,0.03106,0.47229,4.56285,0.65143,0.02058,0.72491,4.48772,0.65280,0.01925,0.47586,4.49455,0.65691,-0.05831,0.12386
35.80,3.95493,0.66679,0.00686,-0.42981,4.44673,0.65582,0.05031,0.37264,4.51504,0.65307,0.05031,0.52244,4.45356,0.65444,0.03792,0.36457,4.55602,0.65225,-0.04592,0.68507
35.84,3.95493,0.66652,-0.01048,-0.48353,4.33744,0.65829,0.06536,0.15840,4.42624,0.65609,0.06422,0.24971,4.37160,0.65609,0.04935,0.22258,4.57652,0.65143,0.00819,0.98507
35.88,4.00957,0.66569,-0.02420,-0.63823,4.22815,0.66158,0.06593,-0.12876,4.32378,0.65856,0.06669,0.03798,4.28963,0.65856,0.05545,0.07980,4.54236,0.65362,0.05107,0.83646
35.92,4.09837,0.66624,-0.06898,-0.58993,4.13936,0.66405,0.05278,-0.35967,4.18717,0.66130,0.06803,-0.18275,4.20766,0.66076,0.05526,-0.06947,4.46723,0.65609,0.07908,0.51529
35.96,4.22132,0.65938,-0.09452,-0.04274,4.03007,0.66597,0.03297,-0.46673,4.07788,0.66460,0.05393,-0.42465,4.10520,0.66295,0.05183,-0.26903,4.36477,0.66021,0.09471,0.10904
36.00,4.34427,0.65609,-0.06326,0.33480,3.98908,0.66679,0.01086,-0.43246,3.99591,0.66597,0.03011,-0.55685,4.04373,0.66515,0.03925,-0.55208,4.23498,0.66460,0.08632,-0.25976
36.04,4.46039,0.65554,-0.05145,0.36854,3.99591,0.66679,-0.00743,-0.27300,3.95493,0.66707,0.00438,-0.55446,4.03690,0.66734,0.00076,-0.64882,4.12569,0.66734,0.06898,-0.52151
36.08,4.53553,0.65225,-0.04173,0.51834,4.01640,0.66542,-0.00934,-0.18090,3.95493,0.66624,-0.01906,-0.43312,4.04373,0.66487,-0.02992,-0.36550,4.01640,0.67008,0.04631,-0.78869
36.12,4.57652,0.65115,-0.01143,0.67039,4.11203,0.66569,-0.00686,-0.40480,4.01640,0.66487,-0.02801,-0.34604,4.08471,0.66322,-0.02439,-0.14715,3.95493,0.67173,0.00686,-1.00822
36.16,4.56285,0.65143,0.01867,0.67078,4.20083,0.66652,-0.03906,-0.64286,4.10520,0.66432,-0.04211,-0.34379,4.15985,0.66350,-0.02782,-0.20988,3.96176,0.67146,-0.04821,-0.87656
36.20,4.50138,0.65280,0.04592,0.55354,4.32378,0.66322,-0.08289,-0.31958,4.22815,0.66185,-0.06155,-0.21292,4.24865,0.66185,-0.04688,-0.17587,3.98225,0.66679,-0.07832,-0.38164
36.24,4.41258,0.65527,0.06631,0.33135,4.42624,0.65774,-0.07813,0.32394,4.35111,0.65856,-0.06288,0.01204,4.35111,0.65883,-0.04859,0.00781,4.06422,0.66377,-0.07298,0.01561
36.28,4.27597,0.65856,0.07413,0.05730,4.49455,0.65582,-0.04249,0.65702,4.46723,0.65664,-0.05736,0.20048,4.42624,0.65774,-0.04307,0.17216,4.17351,0.66130,-0.06879,0.19916
36.32,4.17351,0.66158,0.06993,-0.20313,4.53553,0.65472,-0.01105,0.62288,4.53553,0.65417,-0.05069,0.46805,4.48772,0.65582,-0.04021,0.44675,4.28963,0.65774,-0.05336,0.25672
36.36,4.07105,0.66432,0.05812,-0.45442,4.53553,0.65527,0.01201,0.43656,4.57652,0.65170,-0.02268,0.75891,4.50821,0.65335,-0.01029,0.72345,4.41941,0.65719,-0.04097,0.15456
36.40,3.98225,0.66679,0.03201,-0.64749,4.47406,0.65636,0.01867,0.34948,4.54919,0.65170,0.02020,0.79676,4.49455,0.65417,0.03487,0.59350,4.51504,0.65554,-0.05012,0.24957
36.44,3.96176,0.66707,0.00038,-0.68772,4.40575,0.65636,0.03316,0.40744,4.50138,0.65390,0.05107,0.57550,4.44673,0.65746,0.05107,0.14914,4.54919,0.65170,-0.02763,0.49769
36.48,3.98225,0.66652,-0.02553,-0.63638,4.29646,0.65856,0.05602,0.35994,4.39892,0.65636,0.06669,0.29695,4.35794,0.65966,0.03506,-0.06656,4.57652,0.65335,-0.00305,0.60435
36.52,4.05056,0.66515,-0.05221,-0.50947,4.18034,0.66130,0.06917,0.12836,4.28280,0.65938,0.07413,0.01548,4.26914,0.65938,0.03354,-0.01231,4.52187,0.65170,0.01963,0.70413
36.56,4.15985,0.66213,-0.07146,-0.24494,4.07788,0.66460,0.06803,-0.19400,4.17351,0.66268,0.06917,-0.28041,4.18034,0.66185,0.04135,-0.08535,4.43990,0.65417,0.05793,0.63995
36.60,4.28280,0.65883,-0.07451,0.09700,4.00957,0.66679,0.05812,-0.61190,4.07105,0.66542,0.05050,-0.52945,4.08471,0.66350,0.03220,-0.27736,4.34427,0.65691,0.07984,0.33308
36.64,4.39892,0.65582,-0.06365,0.41327,3.98908,0.67036,0.02058,-1.00002,3.98908,0.66707,0.02191,-0.64895,4.03690,0.66460,0.01715,-0.43590,4.20083,0.66076,0.09261,-0.16250
36.68,4.50138,0.65307,-0.03735,0.58649,4.00957,0.66954,-0.04040,-0.92803,3.96859,0.66707,-0.00572,-0.64379,4.02324,0.66515,-0.00610,-0.50008,4.09154,0.66597,0.06498,-0.60171
36.72,4.54919,0.65225,-0.00076,0.41525,4.05739,0.66569,-0.06936,-0.46620,3.99591,0.66652,-0.03087,-0.57762,4.05056,0.66405,-0.02763,-0.42968,4.00957,0.66624,0.02839,-0.66628
36.76,4.58335,0.65499,-0.00362,0.24521,4.12569,0.66295,-0.07203,-0.08522,4.05739,0.66460,-0.05431,-0.43418,4.11203,0.66268,-0.04249,-0.29166,3.96176,0.66734,0.00800,-0.60726
36.80,4.54919,0.65197,-0.00553,0.57246,4.25548,0.65993,-0.06841,0.12307,4.15985,0.66185,-0.06841,-0.21080,4.19400,0.66048,-0.05164,-0.12241,3.97542,0.66707,-0.01505,-0.61004
36.84,4.45356,0.65197,0.04554,0.81912,4.35111,0.65746,-0.06155,0.28266,4.27597,0.65883,-0.07298,0.06325,4.27597,0.65829,-0.05259,0.05796,4.01640,0.66652,-0.04383,-0.53117
36.88,4.35794,0.65636,0.08365,0.52151,4.46039,0.65472,-0.04726,0.45773,4.38526,0.65554,-0.06365,0.33996,4.38526,0.65609,-0.04726,0.23978,4.09837,0.66322,-0.06441,-0.28888
36.92,4.23498,0.65993,0.09128,0.04605,4.52187,0.65335,-0.02382,0.60726,4.49455,0.65335,-0.04288,0.53607,4.43307,0.65417,-0.03259,0.39580,4.23498,0.66076,-0.06860,0.01138
36.96,4.11203,0.66350,0.09147,-0.52482,4.54919,0.65280,0.00267,0.70810,4.53553,0.65197,-0.01696,0.62195,4.48772,0.65335,-0.01334,0.49253,4.34427,0.65746,-0.06250,0.28729
37.00,4.00957,0.66926,0.04478,-0.92353,4.53553,0.65335,0.03430,0.73192,4.55602,0.65197,0.00991,0.60673,4.49455,0.65307,0.00781,0.55235,4.45356,0.65527,-0.04268,0.46871
37.04,3.95493,0.66734,-0.00724,-0.73906,4.47406,0.65527,0.06917,0.54891,4.53553,0.65280,0.03468,0.49941,4.47406,0.65390,0.03182,0.55513,4.53553,0.65390,-0.01925,0.49836
37.08,3.94810,0.66679,-0.01906,-0.42610,4.37160,0.65966,0.08575,0.16952,4.46039,0.65499,0.05259,0.32315,4.40575,0.65554,0.05583,0.42796,4.55602,0.65390,0.00114,0.43232
